,smiles
353,O=C(NC1CCNCC1)C=2C=3N(C(=NC3C=NC2)C4=NON=C4N)CC
354,S1C(C(=O)NC(C2=CC(OC)=CC=C2)C)=CN=C1C=3C=CN=CC3
355,O=C(NC(C1=CC=CC=C1)CN)C2=CC=C(C=3C=CN=CC3)C=C2
356,S(=O)(=O)(N(C1CC1)CC2=CC=3N4C(C(O)=NC3C=C2)=CC=C4)C
357,C=1C(NC(=O)CC2=CC(=CC=C2OC)OC)=NC(=C(C#N)C1N)OCC
358,FC=1C(C(=O)NC(CC2=CC=CC=C2)CO)=CC=C(C1)C=3C=CN=CC3
359,C1(CCN(C2=NC=NC3=C2N=CN3)CC1)(CC4=CC=C(C=C4)Cl)N
360,ClC1=C2N=CC=C(NC(=O)NC3=NC(C(F)(F)F)=CC=C3)C2=CC=C1Cl
361,N1=CN=C2NC=NC2=C1C=3C=CC(=CC3)C(N)CC4=CC=CC=C4
362,NC(CC1=CC=CC=C1)C=2C=CC(=CC2)C=3N=CN=C4N=CNC34
363,O=C(NC(C1=CC=CC=C1)CO)C2=CC=C(C=3C=CN=CC3)C=C2
364,N1=CN=C2NC=NC2=C1C=3C=CC(=CC3)C(N)C4=CC=C(C=C4)Cl
365,ClC1=CC=C(C(N)C=2C=CC(C=3N=CN=C4N=CNC34)=CC2)C=C1
366,CN(C)S(=O)(=O)C1=CC2=C(C=C1)NC(O)=C2CC3=CC4=CCCC=C4N3
367,N1(N=NC(C=2C=C3C(NN=C3)=CC2)=C1)CC=4C(=CC(=CC4)C)C
368,C=12N(C=NC1C(NCC3=CC=CC=C3)=NC(=N2)NCCCO)C(C)C
369,S1C(=C(N(C1=O)CC)C)C2=NC(=NC=C2)NC3=CC(OC)=CC=C3
371,FC=1C(/C=C/2\CNC/C(/C2=O)=C\C=3C(F)=CC=CC3)=CC=CC1
372,ClC=1C(=CC(OC2CCCC2)=C(NC(=O)NC=3N=CC(=NC3)C#N)C1)C
374,S(O)(=O)(N=CCOC=1C=C(C2=CC3=C(C=C2)C=NC=C3)C=NC1)C
375,C1(CCN(C=2C3=C(NC=N3)N=CN2)CC1)(C4=CC=C(C=C4)Cl)N
376,N1(N=NC=2C1=CC=CC2)CC=3N=NN(C4=CC5=C(NN=C5)C=C4)C3
377,C=1(C=C\2C(=CC1)NC(=O)/C2=C\C=3NC=CC3)NC(N)=O
378,N1(CCC(CC=2C=CC(Cl)=CC2)(N)CC1)C=3N=CN=C4NC=CC34
379,C=1(C2=NC3=C(C#CC(O)(C)C)N=C(C=C3N2CC)CN)C(N)=NON1
380,C=12/C(/C(=NC1C=CC=C2)C3C(NC4=C3C=CC(=C4)Br)=O)=N\O
381,CCN1C(=NC=2C(=NC(OCCNC)=CC12)C#CC(C)(C)O)C3=NON=C3N
382,FC(F)(F)C=1C=C(NC(=O)NC=2C=3C(N=CC2)=CC(OC)=CC3)N=CC1
383,C1=CC=C(C=C1)CNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N
384,ClC1=C(C2=NC3=C(NC=4C2=CC(F)=C(OC)C4)NN=C3C)C=CC=C1
385,C(C1(CCN(CC1)C2=NC=NC3=C2NC(=N3)O)N)C=4C=CC(Cl)=CC4Cl
386,N=1C(=C(C2=CC=NC=C2)NC1C=3C=CC(=CC3)F)C4=CC=C(C=C4)F
387,S1C2=NNC(=C2C=C1C(=O)NCC3CCCCC3)C4=CC=CC=C4
388,FC(F)(F)C=1C=C2N=CC=C(NC(=O)NC3=NC=C(C=C3)C#N)C2=CC1
389,N1(CCC(CN)(CC1)C=2C=CC(Cl)=CC2)C=3N=CN=C4NC=CC34
390,C1CN(CCC1C(N)C2=CC=C(C=C2)Cl)C=3C=CN=C4NC=CC34
391,N12N=C(NCC3=CC=C(C=C3)C)C=CC1=NN=C2C=4C=CC=CC4
392,ClC=1C=C2C(=O)C3=C(N(N=C3C)C4=CC=C(C=C4)C)N(O)C2=CC1
393,O=C(N)C=1C=C(C=2C=C3C(C=4C=CC=CC4)=CNC3=NC2)C=CC1
394,C1=NC(=C(N1C2CCNCC2)C=3N=C(N=CC3)OC)C=4C=CC(=CC4)F
395,FC(F)(F)C=1N=C(NC(=O)NC=2C=3C(N=CC2)=C(F)C=CC3)C=CC1
396,C=1C=CC=2NC(/C(=C\C=3NC(=C(C3C)C(OCC)=O)C)/C2C1)=O
397,ClC=1C=C(F)C(C=2NC(=CC2C(=O)N)C=3N=C(N=CC3)N)=CC1
398,S(C=1N2C=3C(C(=CC2=NN1)C)=CC=CC3)CC=4N=C5N(C4)C=CC=C5
399,C=1C=CN2C(C1)=C(C(=N2)C3=CC=CC=C3)C=4C=C5C(=NN4)NN=C5O
400,O(C=1C(N=C(N)N)=CC(N=C(N)N)=CC1)CCCCCCCCCCCC
401,C1(=CC=C2C(=C1)C=NN2)C=3N=C(SC3)NCC4=CC=CC=C4
402,S1C2=NNC(=C2C=C1C(=O)NC3CCN(CC3)C)C4=CC=CC=C4
403,O=C(NCCNC)C=1C=2N(C(=NC2C=NC1)C3=NON=C3N)CC
404,ClC=1C(C=2NC(=CC2C(=O)N)C=3N=C(N=CC3)N)=CC=C(Cl)C1
405,O=C1NCCC=2NC(=CC21)C=3C=C(N=CC3)C=CC4=CC=CC=C4
406,C1=C2C(=CC(C3=CC(=NC(O)=N3)C4=CC=CC=C4)=C1)C=NN2
407,C=1C(=CC=C2OCOC12)C=3N=C(NC3C4=CC=CC(=N4)C)C(C)(C)C
408,FC(F)(F)C1=NC(NC(=O)NC=2C=3C(N=CC2)=CC(OC)=CC3)=CC=C1
409,O=C(NC=1N=C(C(=C(N)C1)C#N)C2=CC3=C(C=C2)C=CC=C3)C
410,C=1(C=CC=2C(C1)=C(NN2)N)C3=CN(N=N3)CC4=CC=CC=C4
411,ClC=1C=2C(=C(O)C(O)=NC2C=C(Cl)C1)C3=C(O)C=CC(Cl)=C3
412,O=C\1/C(/CN(C/C1=C\C2=NC=CC=C2)C)=C/C3=NC=CC=C3
413,NC=1N=CC=C(N1)C2=C(N=CN2C3CCNCC3)C4=CC=C(F)C=C4
414,FC1=CC=C(C2=CC(OCC(N)CC=3C=4C(NC3)=CC=CC4)=CN=C2)C=C1
415,O(C=1C=C(C=NC1)C=CC2=CC=NC=C2)CC(N)COCC3=CC=CC=C3
416,ClC1=C2C(NC(=O)C=3C=CC(=CC3)C)=C(SC2=CC=C1Cl)C(=O)N
418,N1=CN=C2NC=NC2=C1C=3C=CC(=CC3)C(NC)C4=CC=C(C=C4)Cl
419,ClC1=CC=C(C(NC)C=2C=CC(=CC2)C=3N=CN=C4N=CNC34)C=C1
420,ClC1=CC(C(C(=O)NC2=CC=3C(=NNC3)C=C2)CCN)=CC=C1Cl
421,O(C1=CC=2C=3NN=C(C3CC2C=C1C#C)C4=CN=C(C=C4)C#N)C
422,C1(=CC=C2C(=C1)C(NC=3C=C(C=CC3)Br)=NC=N2)NC(CC)=O
423,C1=CN2C(C=C1)=C(C(=N2)C3=CC=CC=C3)C=4C=C5C(=NN4)NN=C5N
425,N1C=2N=CC=CC2C(C=3N=C(NC4C(N)CCCC4)N=CC3)=C1
426,N1C(=O)C=2C=C(C=3C=C(N=CC3)C=4C=CC=CC4F)NC2CC1
427,O=C(NC(CC1=CC=CC=C1)CO)C2=CC=C(C=3C=CN=CC3)C=C2
428,FC=1C(C2C3C(=NC4=NNC(=C24)C)CC(CC3=O)(C)C)=CC=CC1
429,C1=2C(=NC=NC1=CC(=C(C2)OCC)OCC)NC=3C=C(Br)C=CC3
430,O=C(NC(C)(C)C)C1=CC=2N=C3C(NC4=C3C=CC=C4)=NC2C=C1
431,ClC1=C2C(NC(=O)C=3C=CC(Cl)=CC3)=C(SC2=CC=C1Cl)C(=O)N
432,O=C(NC(C1=CC=CC=C1)C)C2=CC=C(C=3C=CN=CC3)C=C2
433,FC(F)(F)C=1N=C(NC(=O)NC=2C=3C(N=CC2)=CC=C(C3)C)C=CC1
435,C1(=C(C=C(C(OC)=C1)NC(NC2=NC=C(N=C2)C#N)=O)Cl)C=O
436,S1C=2N=C(O)N3N=C(N=C3C2C4=C1CCCC4)C5=CN=CC=C5
437,C1(CCN(C=2C3=C(N=CN2)NC=C3)CC1)(CC4=CC=CC(=C4)Cl)N
438,C1(CCN(C=2C=CN=C3C2C=NN3)CC1)(CC4=CC=C(C=C4)Cl)N
439,C=1C=C2C(=CC1Cl)/C(=C/C=3C=C(C(=C(C3)Cl)O)Cl)/C(N2)=O
442,C1(=C(C=C2CC=3C(=NNC3NC=4C=CC=C(C4)F)C2=C1)OC)OC
443,C1CN(CCC1C(N)C2=CC=C(C=C2)Cl)C3=NC=NC=4NC=NC34
444,S1C=2N=C(O)N3N=C(N=C3C2C4=C1CCCC4)C=5C=CC=CC5
445,C1(CCN(C=2C3=C(NC=C3)N=CN2)CC1)(C4=CC=C(C=C4)Cl)N
446,N1(C(=[N+](C=C1)CCCCCCCCCCCCCCCC)C)CC2=CC=CC=C2
447,FC=1C(C=2N=C3OC=CN3C2C4=NN5C(=NN=C5C(C)C)C=C4)=CC=C(F)C1
448,ClC1=NC=C(C=C1OCC(N)CC=2C=3C(NC2)=CC=CC3)C=CC4=CC=NC=C4
449,S(=O)(=O)(N)C1=CC(NC=2N=C3N(C=CC3=CN2)CC4=CC=CC=C4)=CC=C1
450,FC=1C(C=2N=C3N(C2C4=NN5C(=NN=C5C(C)C)C=C4)CCC3)=CC=C(F)C1
451,O(C1=CC(C=2C=C3C(NN=C3C)=CC2)=CN=C1)CC(N)CC4=CC=CC=C4
452,C1CCOC=2N=C(NC(NC=3C=C(C(=CC3OCC1)OCCO)Cl)=O)C=NC2C#N
453,S(=O)(=O)(O)C=1C=2C(C(NCC=3C=C4OCOC4=CC3)=CC1)=C(O)C=CC2
454,FC1=C(C(=O)NC=2C=C3C(C=4C=CC=CC4)=CNC3=NC2)C=CC=C1F
455,ClC1=CC=C(CC(NC(=O)C2=CC=C(C=3C=CN=CC3)C=C2)CO)C=C1
456,CC=1C=NC=C2C=CC=C(C12)S(N3CCCN(C[C@H]3C)C(CN)=O)(=O)=O
457,O(CCCN)C1=NC(=C2C(N(C(=N2)C=3C(N)=NON3)CC)=C1)C#CC(O)(C)C
458,C=1C(C(NCC2=CC=C(C=C2)S(C)(=O)=O)=O)=NC(=C(C#N)C1N)OCC
459,C1(CCN(C2=C3C(=NC=C2)NC=C3)CC1)(CN)C4=CC=C(C=C4)Cl
460,C1=C(C=CC2=CC(=CC=C12)NC(=O)NC=3C=NC(=CN3)C#N)C(=O)O
461,C=1(C=CC2=C(C1)C=NN2)C=3N=C4N(C3NC5CCCCC5)C=CC=N4
462,FC1=CC=C(C=2N=C3N(C2C4=NC(=NC=C4)NCC5CC5)C=CN=C3)C=C1
463,FC(F)(F)C1=C2N=CC=C(NC(=O)NC3=NC(C(F)(F)F)=CC=C3)C2=CC=C1
464,S1C2=C(C(C=3C=C(C=C(C3)C(F)(F)F)C(F)(F)F)=CN=C2)C=C1C(=O)N
465,C1(NC(N)=O)=CC=C2NC(/C(=C(\C=3NC=C(C3)CN)/C)/C2=C1)=O
466,C1=CC(=CC=C1NC(=O)NC=2C=CC=C(C2)C)C=3C=4C(SC3)=NC=NC4N
467,C=1(C=2N(C(C3=NON=C3N)=NC2C=NC1)CC)C(=O)NC4CNCCC4
468,N1=CC=C2SC=C(C=3C=CC(=CC3)NC(NC4=CC(=CC=C4)C)=O)C2=C1N
469,O(C1=C(NC2=NN3C(=NN=C3C=C2)C=4C=CC=CC4)C=C(OC)C=C1)C
471,S1C=2C(N=C1NC(C3=CC=CC=C3)CCO)=CC=C(C2)C=4C=CN=CC4
472,S=C(NNC(=O)C(O)(C1=CC=CC=C1)C2=CC=CC=C2)NC=3C=CC(F)=CC3
473,C=1C(=CC=C(C1)OCCN2CCCC2)NC3=NC=C(S3)C4=CC=CC=C4
474,ClC=1C=CC(NC(=S)NNC(=O)C(O)(C2=CC=CC=C2)C3=CC=CC=C3)=CC1
475,C=1C(C(NCC2=CC=CC=C2S(N)(=O)=O)=O)=NC(=C(C#N)C1N)OCC
476,O1C(C2=NC=3C(N=C2C=4OC=CC4)=CC=C(NC(=O)N(C)C)C3)=CC=C1
477,C1(CCN(CC1)C2=NC=NC=3NC=CC23)(CC4=CC=CC(=C4)OC(F)(F)F)N
479,C=1(C2=NC3=C(C#CC(O)(C)C)N=C(C=C3N2CC)CN(C)C)C(=NON1)N
481,O(C(=O)N1C=2C(C(C=3N(C4CCCCC4)C=NC3)=C1)=CC=CC2)C(C)(C)C
482,C1(CCN(C=2C3=C(N=CN2)NC=N3)CC1)(CN)C4=CC=C(C=C4)Cl
483,C1(CCN(CC1)C2=NC=NC3=C2C=CN3)(CC4=C5C(=CC=C4)C=CC=C5)N
484,ClC1=NC(=NC(C=2C3=C(NC2)N=CC=C3)=C1)NC4CCC(O)CC4
486,S1C2=NNC(=C2C=C1C(=O)NCC3=CC(OC)=CC=C3)C4=CC=CC=C4
487,S1C(C2=CC(OCC(N)CC=3C=4C(NC3)=CC=CC4)=CN=C2)=CC=5C1=CN=CC5
488,S1C(C2=CC(OCC(N)CC=3C=4C(NC3)=CC=CC4)=CN=C2)=CC5=C1C=CN=C5
489,C1(=CC=C2N=CN=C(C2=C1)NCCC3=CC=C(C=C3)OC4=CC=CC=C4)N
490,ClC1=CC(C(NC(=O)C2=CC=C(C=3C=CN=CC3)C=C2)CO)=CC(Cl)=C1
491,S1C=2N(C(=N)C(C(C2C(OCC)=O)C=3OC=CC3)C#N)C(=O)C1=CC=4OC=CC4
492,ClC=1C=CC(=CC1)C2(CCNCC2)C=3C=CC(=CC3)C=4N=CN=C5NC=NC45
493,O=C(NCC1=CC=CC=C1)C=2C=C(C3=CC4=C(N=C3)NC=C4)C=CC2
494,O=C(NC1=NNC=N1)C2=CC3=C(N(C(=C3C)C)CC4=CC=CC=C4)C=C2
495,O=C(N)C1=C(NC(=C1)C=2N=C(N=CC2)N)C3=C(C(=CC=C3)C)C
496,O=C(N)C1=NC=C(N=C1NC=2C=C(C=CC2)C)NC3C(N)CCCC3
497,O=C(NC(C1=CC(OC)=CC=C1)C)C2=CC=C(C=3C=CN=CC3)C=C2
498,C1(OCCCCN)=CN=C(C=2N=C(C3=NON=C3N)N(C21)CC)C#CC(C)(O)C
499,N1=CN(C2=NC(=NC(=C12)N=C(N)N)N[C@@H](CC)CO)C(C)C
500,N1=CN(C2=NC(=NC(=C12)N=C(N)N)N[C@H](CC)CO)C(C)C
501,C1(CCN(CC1)C2=NC=NC3=C2C=CN3)(CC4=CC=5C(C=C4)=CC=CC5)N
502,ClC1=CC(NC=2NN=C(C2C3=CC=C(O)C=C3)C4=CC=C(O)C=C4)=CC=C1
503,C=1(C(=CC=CC1F)F)C(N2N=C(NC=3C=CC(=CC3)S(=O)(N)=O)N=C2N)=O
504,O=C(NC(C1=CC(OC)=CC=C1)C)C2=CC=C(C3=NC=NC=C3)C=C2
505,FC1=CC=C(C=2N=C3OC=CN3C2C4=NC(=NC=C4)NC5CCNCC5)C=C1
506,O=C(NC=1C=CN=CC1)C2C(C2)(C3=CC(=CC=C3)C)C=4C=C(C=CC4)C
507,C1(CCN(C=2C3=C(NC=C3)N=CN2)CC1)(CC4=C(C(=CC=C4)Cl)Cl)N
508,O=C(N(C)C)C=1N(N=NC1C=2C=C3C(NN=C3)=CC2)CC4=CC=CC=C4
509,FC(F)(F)C1=C2N=CC=C(NC(=O)NC3=NC(N4CCOCC4)=CC=C3)C2=CC=C1
510,C1=CC=CC(C1)SC(C(C=2C=CC=C(C2)C(C3=CC=NC=C3)O)C#N)=N
511,FC=1C(C=2N=C3OC=CN3C2C4=NN5C(=NN=C5C=C4)C(CO)(C)C)=CC=C(F)C1
512,N1=CC=2C=C(C(N(C2N=C1NC3CCOCC3)C)=O)OC4=CC=C(C=C4F)F
513,C1(=NN=C2NN=C(C2=C1)NC(=O)CCCN(C)C)C3=C(C(=CC=C3)F)F
514,C1(CCN(C2=C3C(=NC=C2)NC=C3)CC1)(CC4=CC=C(C=C4)Cl)N
515,CCN1C(=NC=2C(=NC(CN3CCCC3)=CC12)C#CC(C)(C)O)C4=NON=C4N
516,O=C(NCC1=CN=CC=C1)NCCCCCCNC(=O)NCC2=CN=CC=C2
517,S1C(C=NNC(=O)C=2N=NN(C2C3=CC=CC=C3)C4=NON=C4N)=CC=C1
518,C1(CCN(C=2C3=C(NC=C3)N=CN2)CC1)(CC4=C(C=C(C=C4)Cl)Cl)N
519,O=C(NC=1C=C2C(C3=CC=CC=C3)=CNC2=NC1)C=4C=CC(OC)=CC4
520,ClC1=CC(CC(N)COC2=CC(C=3C=C4C(NN=C4C)=CC3)=CN=C2)=CC=C1
521,C1(CCN(C=2C3=C(NC=C3)N=CN2)CC1)(CC4=C(C=CC(=C4)Cl)Cl)N
522,ClC=1N=C(N=C(NC2CCC(O)CC2)C1)C=3C4=C(NC3)N=CC=C4
523,C=1C=2C=CC=CC2N=CC1C=3C=C(C=CN3)C4=CC=5C(=O)NCCC5N4
524,O1C=2C(N=C1NC3=CC=C(C=4C=5C(=C(O)NC5)C=CC4)C=C3)=CC=CC2
525,O1C(C=NNC=2N=CN=C(N3N=C(C=C3C4=CC=CC=C4)C)C2)=CC=C1
526,C=12C3=C(C=4C=CC=CC4N3)C5=C(C1C=6C=CC(=CC6N2)Br)C(NC5=O)=O
527,O=C1C(=NC=2C=CN=CC2)C(NCCC3=CC=C(OC4=CC=CC=C4)C=C3)C1=O
529,S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)CC)=CC2)C=C1)CCC
530,CCN1C(=NC2=C(N=CC(OC3CCNCC3)=C12)C#CC(C)(C)O)C4=NON=C4N
531,FC1=C(C2=NC3=C(N2)C=CC=C3C(=O)N)C=CC(=C1)C4CNCCC4
532,C=1C=CC2=C(C1)/C(/C(=N2)C3C(NC4=C3C=CC(=C4)Br)=O)=N/OC(C)=O
533,O1N=C(C(=O)N2CC(CCC2)C(=O)N)C=C1C=3C=C4C(NN=C4)=CC3
534,COC1=CC=C(COC2=CC=C(CC3=CN=C(N)N=C3N)C=C2OC)C=C1
535,C1(CCN(C=2C3=C(NC=C3)N=CN2)CC1)(CC4=CC=CC(=C4)OC)N
536,CCN1C(=NC2=C(N=CC(OCC3CCNCC3)=C12)C#CC(C)(C)O)C4=NON=C4N
537,S1C=2N(C(=N)C(C(C2C(=O)N)C=3OC=CC3)C#N)C(=O)C1=CC=4OC=CC4
538,FC1=CC=C(C=2N=C3N(C2C=4N=C(N=CC4)NCCOC)C=CN=C3)C=C1
539,C1(=CC=C2C(=C1)C3=NNC(C=4C=CC(=NC4)C#N)=C3C2)OCCN5CCOCC5
540,S1C=2N=CN=C(N)C2C(C3=CC=C(NC(=O)NC4=CC=CC=C4)C=C3)=C1
541,O=C(NC=1NN=C2C1C=C(C=3N=NN(C3)CC4=CC=CC=C4)C=C2)CCC
542,BrC1=CC(NC(=O)NC2=CC=C(C=3C4=C(SC3)C=CN=C4N)C=C2)=CC=C1
543,C1(NC(N)=O)=CC=C2NC(/C(=C\C=3NC=C(C3)C(O)=O)/C2=C1)=O
544,N=1C=C(C(NCC2CCC(CC2)CN)=NC1NCC3=CC=CC=C3Cl)N(=O)=O
545,FC=1C(C=2C=CN=CC2)=CC=C(C(=O)NC(C3=CC(OC)=CC=C3)C)C1
546,C(CCC1=CC=C2C(C3=C(CC(N2)=O)C4=CC(=CC=C4N3)N(=O)=O)=C1)#N
547,FC=1C(C=2N=C3N(C2C4=NN5C(=NN=C5C=C4)C(O)(C)C)CCC3)=CC=C(F)C1
548,C1(CCN(C2=NC=NC3=C2C=CN3)CC1)(COCC4=CC=C(C=C4)Cl)N
549,ClC1=CC=2NC(=NC2C(=C1)C(=O)N)C3=C(F)C=C(C=C3)C4CNCCC4
550,N1(C=2C(C(C(C=3C=C(C=NC3)C=CC4=CC=NC=C4)CN)=C1)=CC=CC2)C
551,O(C=1C=C(C=NC1)C=CC2=CC=NC=C2)CC(N)CC=3C=4C(NC3)=CC=CC4
552,OC=1C(=C2C(C(=NNC(=O)CC=3C=4C(C=CC3)=CC=CC4)CCC2)=CC1)C
554,O(C=1C=C(C=NC1)C=CC2=CC=NC=C2)CC(O)CC=3C=4C(NC3)=CC=CC4
555,O=C(NC=1C=C2C(C=3C=CC=CC3)=CNC2=NC1)C4=CC(OC)=CC=C4
556,O=C1NC=2C(NC=3C1=CC=C(C=4C(C(OC)=O)=CC=CC4)C3)=CC=CC2
557,C1=CC=C(C=2C=CC(=CC2)NC(=O)NC3=CC(=CC=C3)C)C=4C=NNC41
558,C=1(C2=NC3=C(C#CC(O)(C)C)N=C(C=C3N2CC)CCCN)C(=NON1)N
559,O=C(NC=1C=C(OC)C=CC1)C2=C3N(N=C2)C(C4=CC=CC=C4)=CC=N3
560,BrC=1C(C=C(C=2NC3=C(N2)C=CC(=C3)C)C#N)=CC(OC)=C(O)C1
561,O=C(N1C[C@H](N)CC1)C=2C=3N(C(=NC3C=NC2)C4=NON=C4N)CC
562,CCN1C(=NC2=CN=CC(C(=O)N3CC[C@H](N)C3)=C12)C4=NON=C4N
564,FC=1C(C=2N=C3OC=CN3C2C4=NN5C(=NN=C5CC(O)(C)C)C=C4)=CC=C(F)C1
565,C=1(C=NC=CC1)CCNC2=NC(C(C3=NC=4C(S3)=CC=CC4)C#N)=CC=N2
566,ClC1=CC=2NC(=O)NC=3N=C(OCC(O)C(O)COC2C=C1)C(=NC3)C#N
568,FC(F)(F)OC1=CC=C(C=C1)NC2=NC=NC(=C2)C3=CC(=CC=C3)C(=O)N
569,O=C1NCC=2C(C3=CC=C(NC4=NC=5C(N4)=CC=CC5)C=C3)=CC=CC21
570,OC1=NC=CC=2C3=C(C4=C(C12)C=C(F)C=C4)NC(=N3)C(C)(C)C
571,O(C=1C=2NC=3C(C(=O)NC2C=CC1)=CC=C(NC4=CC=NC=C4)C3)C
572,C1=CC=C2C(N(C(=N2)NC(=O)C=3C=CC=C(C3)N(=O)=O)CCCO)=C1
573,O=C(NC(C1=CC(OCCC)=CC=C1)C)C2=CC=C(C=3C=CN=CC3)C=C2
574,O(CCN)C1=NC(=C2C(N(C(=N2)C=3C(=NON3)N)CC)=C1)C#CC(O)(C)C
575,N1=C(NC=2C1=CC(C(=O)N)=CC2)C3=CC=C(OC=4C=CC(=CC4)Cl)C=C3
576,C1=CC=C(C=2C=CC(=CC2)NC(=O)NC3=CC=CC=C3)C=4C(N)=NNC41
577,FC1=C(C(=O)NC=2C=C3C(C4=CC=CC=C4)=CNC3=NC2)C(F)=CC=C1
578,N=1C=C(C(NCC2CCC(CN)CC2)=NC1NCC3=CC=CC=C3SC)N(=O)=O
579,O=C(NC(C1=CC(OC)=CC=C1)CN)C2=CC=C(C=3C=CN=CC3)C=C2
581,OC1=CC=C(C=2C(=NNC2NC3=CC=C(O)C=C3)C4=CC=C(O)C=C4)C=C1
582,ClC=1N=C(NCC2=CC=CC=C2)C=C(C=3C=4C(NC3)=NC=CC4)C1
583,O=C(N)C=1C=2NC(=NC2C=CC1)C3=CC=C(OCCN(CC)CC)C=C3
584,ClC1=CC=C(CNC(=O)C=2SC3=NNC(=C3C2)C4=CC=CC=C4)C=C1
585,ClC=1C(OC)=CC(OC)=C(NC2=NN3C(=NN=C3C=C2)C=4C=CC=CC4)C1
586,C1(CCN(C=2C3=C(NC=C3)N=CN2)CC1)(CC4=C(C=CC=C4Cl)Cl)N
587,ClC1=C(C=C(OC)C(NC(=O)NC=2N=CC(=NC2)C#N)=C1)C(=O)O
588,COC=1C=C2C(=NC=NC2=CC1OCCCN3CCCC3)OC=4C=CC=5NC(C)=CC5C4F
589,O=C1C(=NC2=CC=3C(=NNC3)C=C2)C(NCC4=CC=C(OC)C=C4)C1=O
590,ClC1=C(OCC)N=C(C(=O)NCC=2C(S(=O)(=O)N)=CC=CC2)C=C1N
591,FC(F)(F)C=1C=C2N=CC=C(NC(=O)NC=3N=C(C(F)(F)F)C=CC3)C2=CC1
592,N1(N=NC(=C1C2=CC=CC=C2)C3=CC=4C(=NNC4N)C=C3)CC5=CC=CC=C5
594,C=12C(=C(O)NC1)C=CC=C2C=3C=CC(N=C(NC4=CC(C)=CC=C4)O)=CC3
595,FC=1C(C=2N=C3OC=CN3C2C=4C=C5N(N=NC5=CC4)C(C)C)=CC=C(F)C1
596,O(C=1C(OC)=CC=C(C1)C=NNC=2N=CN=C3C2NC4=C3C=CC=C4)C
597,S(=O)(=O)(N)C1=CC(NC=2N=C3N(C4=CC=CC=C4)C=CC3=CN2)=CC=C1
598,C1(OCCN)=CN=C(C=2N=C(C3=NON=C3N)N(C21)CC)C#CC(C)(O)C
599,O=C(NC(C1=CC(OC)=CC=C1)C)C2=CC=C(C3=C(C=NC=C3)C)C=C2
600,O=C(NC=1C(=C(O)C=CC1)C)C2=C3N(N=C2)C(C4=CC=CC=C4)=CC=N3
601,C1(CCN(C=2C3=C(NC=C3)N=CN2)CC1)(CC4=CC(=C(C=C4)Cl)Cl)N
602,C1CCOC=2N=C(NC(NC=3C=C(C(=CC3OCC1)OCCCO)Cl)=O)C=NC2C#N
603,C1(CCN(C=2C3=C(N=CN2)NC=C3)CC1)(CC4=C(C=CC=C4)Cl)N
604,C1(CCN(C=2C3=C(NC=N3)N=CN2)CC1)(CC4=CC=C(C=C4)Cl)CN
605,O=C(NC(C1=CC(OC)=CC=C1)C)C=2C=C(C(C=3C=CN=CC3)=CC2)C
606,C=1C=NC=2N(C=C(C=3C(NC(C3C4=CN=CC=N4)=O)=O)C2C1)CCCO
607,C1(CCN(C=2C3=C(NC=C3)N=CN2)CC1)(CC4=C(C=C(C=C4)F)Cl)N
608,N1C(=C(C2=CC=C(C=C2)F)N=C1C=3C=CC(=CC3)SC)C=4C=CN=CC4
610,ClC=1C(CNC2C(=NC3=CC=4C(=NNC4)C=C3)C(=O)C2=O)=CC=C(Cl)C1
611,C1=C(N)C(Cl)=C(N=C1C(NCC2=CC=C(C=C2)S(C)(=O)=O)=O)OCC
612,O(C(=O)C=1C=2N=C(NC2C=CC1)C=3C=CC(N4CC(N)CC4)=CC3)CC
613,FC1=CC=CC(F)=C1NC(=S)N2N=C(N=C2N)NC3=CC=C(C=C3)S(=O)(=O)N
614,O=C(NC=1C=C(C=CC1)C)CC2=CC=C(C3=C4C(NN=C4N)=CC=C3)C=C2
615,C=1(C=C(C=2C(C=C(OC2C1C3C(CN(CC3)C)O)C=4C=CC=CC4Cl)=O)O)O
616,S1C=2N(C=3C(C(=O)C2C(=O)O)=CC(F)=C(N4CC(N)CC4)C3F)C(C1)C
617,N1(C=2N=C(N=C(NC=3NN=C(C3)C)C2)C=CC4=CC=CC=C4)CCN(CC1)C
618,C=1(N=CC=2C(C1)=C(N=CN2)NC=3C=CC(=C(C3)Cl)F)NC(C#CC)=O
619,N1=CN=C(C2=CC(=C(C=C12)OC)OC)NC=3C=CC(=CC3)OCC=4C=CC=CC4
620,C=1C=C(C=CC1C[C@@H](N)C(N2CCN(CC2)C=3C4=C(N=CN3)C=CC=C4)=O)OC
622,C12=C(N=C3C(=C1O)C=CC(Cl)=C3)CC(CC2=O)C4=C(C=C(C=C4)Cl)Cl
623,ClC=1C(Cl)=CC=C(C1)CC(N)COC2=CC(C=3C=C4C(NN=C4C)=CC3)=CN=C2
624,O=C1C(NC=2N=C(N=CC2)NC=3C=C(C=CC3)C)=C(NC(C(C)(C)C)C)C1=O
625,C1(OCC2CCNC2)=CN=C(C=3N=C(C4=NON=C4N)N(C31)CC)C#CC(C)(O)C
626,FC=1C(NC(=O)NC2=CC=C(C3=C4C(NN=C4N)=CC=C3)C=C2)=CC(=CC1)CO
