smiles,scores,ref,Method,gene
CC(C)NC(=O)N1[C@@H]([C@@H](CO)[C@@H]2Cn3c(cccc3=O)[C@H]12)C(=O)N1CCc2ccccc2C1,0.78,C12(CCNCC1)NC(N(C2=O)CC=3N(C4=C(C3)C=NC(=N4)C#N)CC(C)(C)C)=O,Cosine,CTSK
CNC(=O)CCc1cc2ccccc2[nH]1,0.59,C(C(=O)NCC#N)(C1=CC(C=2C=C3C=CNC3=CC2)=CC=C1)CC(C)C,Cosine,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Cosine,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Cosine,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Cosine,CTSK
Fc1cccc(F)c1S(=O)(=O)N2CCN(CC2)C(=O)c3ccc4OCCOc4c3,0.72,S(=O)(=O)(N1CCC(CC1)CCOC2=C(C=C(C=C2)C=3N=C(C=4N=CN(C4C3)C)C#N)C(F)(F)F)C,Cosine,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Cosine,CTSK
OC[C@@H]1O[C@H](CC(=O)NCCCN2CCOCC2)C=C[C@@H]1NS(=O)(=O)c1ccccc1F,0.71,O1CCN(CC1)C(=O)C[C@H](C(N[C@@H](CNC2=CC=C(C=C2)OC(F)(F)F)CC=S(=C)(O)O)=O)CC3CCCCC3,Cosine,CTSK
CCCCCCCCCCCCCCCC(=O)OC[C@H](O)[C@@H]1OC(=O)C(=O)C1O,0.55,O1CC([C@H](OC(=O)N[C@@H](CCCC)C(=O)C(=O)N[C@@H](C2=CC=CC=C2)C)C1=O)(C)C,Cosine,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Cosine,CTSK
Cc1ccc(cc1)C(=O)/N=c2/cccc[nH]2,0.51,N(C1=NC(=NC(=N1)C#N)NC(C)C)C2=CC=CC=C2,Cosine,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Cosine,CTSK
CNC(=O)CCc1cc2ccccc2[nH]1,0.59,C(C(=O)NCC#N)(C1=CC(C=2C=C3C=CNC3=CC2)=CC=C1)CC(C)C,Cosine,CTSK
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,0.68,C=1(C(Cl)=C(C=CC1OCC2=NC=CC=C2)C(NC(C(=O)C(NC=3C=CN(N3)C)=O)C)=O)C(F)(F)F,Cosine,CTSK
CC=C1/[C@H]2Cc3[nH]c(=O)ccc3[C@]1(N)CC(C)=C2,0.52,O=C(NCCC1=CC(OC)=CC=C1)C=2C(NCC(C)(C)C)=NC(=NC2)C#N,Cosine,CTSK
CNC(=O)CCc1cc2ccccc2[nH]1,0.59,C(C(=O)NCC#N)(C1=CC(C=2C=C3C=CNC3=CC2)=CC=C1)CC(C)C,Euclidean,CTSK
C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2)OCCCC[C@H](C)Oc3ccc(NC(=O)CCCN(C)C)cc3C1=O,0.78,S(=O)(=O)(N1CC[C@@H]([C@H](NC(=O)[C@@H](NC(=O)C=2OC=3C(C2)=CC=CC3)CC(C)C)C(=O)C1)C)C4=NC=CC=C4,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Cc1ccc(cc1)C(=O)/N=c2/cccc[nH]2,0.51,N(C1=NC(=NC(=N1)C#N)NC(C)C)C2=CC=CC=C2,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
CNC(=O)CCc1cc2ccccc2[nH]1,0.59,C(C(=O)NCC#N)(C1=CC(C=2C=C3C=CNC3=CC2)=CC=C1)CC(C)C,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
CNC(=O)CCc1cc2ccccc2[nH]1,0.59,C(C(=O)NCC#N)(C1=CC(C=2C=C3C=CNC3=CC2)=CC=C1)CC(C)C,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
CNC(=O)CCc1cc2ccccc2[nH]1,0.59,C(C(=O)NCC#N)(C1=CC(C=2C=C3C=CNC3=CC2)=CC=C1)CC(C)C,Euclidean,CTSK
Cc1ccc(cc1)C(=O)/N=c2/cccc[nH]2,0.51,N(C1=NC(=NC(=N1)C#N)NC(C)C)C2=CC=CC=C2,Euclidean,CTSK
CNC(=O)CCc1cc2ccccc2[nH]1,0.59,C(C(=O)NCC#N)(C1=CC(C=2C=C3C=CNC3=CC2)=CC=C1)CC(C)C,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
CNC(=O)CCc1cc2ccccc2[nH]1,0.59,C(C(=O)NCC#N)(C1=CC(C=2C=C3C=CNC3=CC2)=CC=C1)CC(C)C,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,0.72,FC(F)(F)C1=C(OCCCN(C)C)C=CC(C=2N=C(C=3N=CN(C3C2)C)C#N)=C1,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
CNC(=O)CCc1cc2ccccc2[nH]1,0.59,C(C(=O)NCC#N)(C1=CC(C=2C=C3C=CNC3=CC2)=CC=C1)CC(C)C,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Cc1ccc(cc1)C(=O)/N=c2/cccc[nH]2,0.51,N(C1=NC(=NC(=N1)C#N)NC(C)C)C2=CC=CC=C2,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
CNC(=O)CCc1cc2ccccc2[nH]1,0.59,C(C(=O)NCC#N)(C1=CC(C=2C=C3C=CNC3=CC2)=CC=C1)CC(C)C,Euclidean,CTSK
CNC(=O)c1ccc(cc1F)N1C(=S)N(C(=O)C1(C)C)c1ccc(C#N)c(c1)C(F)(F)F,0.66,FC(F)(F)C1=CC(N2N=C(C(=O)N(C2=O)C)C#N)=CC=C1,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Cc1cccc(CN2CCN(CC2)C(c2ccccc2)c2ccc(Cl)cc2)c1,0.7,N=1C(=CC(=NC1C#N)CCCN2CCCCC2)C3=CC(=CC=C3)C(F)(F)F,Euclidean,CTSK
CNC(=O)CCc1cc2ccccc2[nH]1,0.59,C(C(=O)NCC#N)(C1=CC(C=2C=C3C=CNC3=CC2)=CC=C1)CC(C)C,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
CC(O)Cn1c(C)ncc1[N+]([O-])=O,0.56,C1=CC(=CC=C1F)C(NC2=CC=C(C=C2)C3=NN(N=N3)CC(NC=4C=C(ON4)C)=O)=O,Euclidean,CTSK
CNC(=O)CCc1cc2ccccc2[nH]1,0.59,C(C(=O)NCC#N)(C1=CC(C=2C=C3C=CNC3=CC2)=CC=C1)CC(C)C,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Cc1ccccc1S(=O)(=O)N1C[C@@H](O)COC[C@H]2O[C@@H](CC(=O)NCc3ccccc3Cl)CC[C@H]12,0.76,S(N1CC([C@@H](NC([C@@H](NC(C=2OC=3C=CC=CC3C2)=O)CC4=CC=CC=C4)=O)CCC1)=O)(C=5N=CC=CC5)(=O)=O,Euclidean,CTSK
Cc1ccc(C)c(OCCCC(C)(C)C(O)=O)c1,0.6,C=1(O)C(C(CCC=2C(=C(C(=CC2)O)O)C/C=C(/CCC=C(C)C)\C)=O)=CC=C(C1)O,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Cc1ccc(cc1)C(=O)/N=c2/cccc[nH]2,0.51,N(C1=NC(=NC(=N1)C#N)NC(C)C)C2=CC=CC=C2,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
C[C@H]1[C@H]2[C@H](Cc3ccccc3)NC(=O)[C@]22OC(=O)C=C[C@H](O)CCC[C@@H](C)CC=C[C@H]2[C@H](O)C1=C,0.66,O(C1C2(CC(C1(C)C)CC2)C)C(=O)N[C@@H](CCCC)C(=O)C(=O)N[C@@H](C3=CC=CC=C3)C,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
CNC(=O)CCc1cc2ccccc2[nH]1,0.59,C(C(=O)NCC#N)(C1=CC(C=2C=C3C=CNC3=CC2)=CC=C1)CC(C)C,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Cc1ccc(cc1)C(=O)/N=c2/cccc[nH]2,0.51,N(C1=NC(=NC(=N1)C#N)NC(C)C)C2=CC=CC=C2,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Cc1ccc(C)c(OCCCC(C)(C)C(O)=O)c1,0.6,C=1(O)C(C(CCC=2C(=C(C(=CC2)O)O)C/C=C(/CCC=C(C)C)\C)=O)=CC=C(C1)O,Euclidean,CTSK
CC(C)Cc1ccc(cc1)C(C)C(O)=O,0.41,C(N[C@H](C=O)CC1=CC=CC=C1)(OC(C)(C)C)=O,Euclidean,CTSK
Cc1ccc(cc1)C(=O)/N=c2/cccc[nH]2,0.51,N(C1=NC(=NC(=N1)C#N)NC(C)C)C2=CC=CC=C2,Euclidean,CTSK
CNC(=O)CCc1cc2ccccc2[nH]1,0.59,C(C(=O)NCC#N)(C1=CC(C=2C=C3C=CNC3=CC2)=CC=C1)CC(C)C,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2CC[C@H](NC(C)=O)c3cc(=O)c(SC)ccc3-c2c1OC,0.64,C(NC1C(=O)COCC1)([C@@H](NC(=O)CC2=CC(OC)=C(C=C2)OC)CC(C)C)=O,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
CN(C)CCC=C1c2ccccc2COc2ccccc12,0.52,FC(F)(F)C1=C(OCCN(C)C)C=CC(C=2N=C(C=3N=CN(C3C2)C)C#N)=C1,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
OC(=O)c1ccc(Nc2ncc3CN=C(c4cc(Cl)ccc4-c3n2)c2c(F)cccc2F)cc1,0.5,C1(=CC=CC(C2=NC(=NC(=C2)CCCNCC(=O)O)C#N)=C1)C(F)(F)F,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
CC(C)Cc1ccc(cc1)C(C)C(O)=O,0.41,C(N[C@H](C=O)CC1=CC=CC=C1)(OC(C)(C)C)=O,Euclidean,CTSK
Cc1ccc(cc1)C(=O)/N=c2/cccc[nH]2,0.51,N(C1=NC(=NC(=N1)C#N)NC(C)C)C2=CC=CC=C2,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Cc1ccc(cc1)C(=O)/N=c2/cccc[nH]2,0.51,N(C1=NC(=NC(=N1)C#N)NC(C)C)C2=CC=CC=C2,Euclidean,CTSK
CNC(=O)CCc1cc2ccccc2[nH]1,0.59,C(C(=O)NCC#N)(C1=CC(C=2C=C3C=CNC3=CC2)=CC=C1)CC(C)C,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Cc1ccc(cc1)C(=O)/N=c2/cccc[nH]2,0.51,N(C1=NC(=NC(=N1)C#N)NC(C)C)C2=CC=CC=C2,Euclidean,CTSK
C[C@H]1[C@H]2[C@H](Cc3ccccc3)NC(=O)[C@]22OC(=O)C=C[C@H](O)CCC[C@@H](C)CC=C[C@H]2[C@H](O)C1=C,0.66,O(C1C2(CC(C1(C)C)CC2)C)C(=O)N[C@@H](CCCC)C(=O)C(=O)N[C@@H](C3=CC=CC=C3)C,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
CNC(=O)CCc1cc2ccccc2[nH]1,0.59,C(C(=O)NCC#N)(C1=CC(C=2C=C3C=CNC3=CC2)=CC=C1)CC(C)C,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
CC(C)Cc1ccc(cc1)C(C)C(O)=O,0.41,C(N[C@H](C=O)CC1=CC=CC=C1)(OC(C)(C)C)=O,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Nc1nc2ccc(OC(F)(F)F)cc2s1,0.6,FC(F)(F)C=1C=C(C=2NC(=C3N=CN=C3C2)C#N)C=CC1OC,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
CNC(=O)CCc1cc2ccccc2[nH]1,0.59,C(C(=O)NCC#N)(C1=CC(C=2C=C3C=CNC3=CC2)=CC=C1)CC(C)C,Euclidean,CTSK
O=c1n([se]c2ccccc12)-c1ccccc1,0.53,FC(F)(F)C1=CC(N2N=C(C(=O)N(C2=O)C)C#N)=CC=C1,Euclidean,CTSK
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.6,C1=CC=C(C(N[C@H](C(N[C@@H]2C(=O)CN([C@@H](CC2)C)S(=O)(=O)C=3N=CC=CC3)=O)CCC4CCCC4)=O)O1,Euclidean,CTSK
CC1CN(C(C)CO)C(=O)c2cc(NC(=O)CCN3CCOCC3)ccc2OC1CN(C)Cc1ccc(C(F)(F)F)cc1,0.47,O1CCN(CC1)C(=O)C[C@H](C(N[C@H](CNC=2C=CC(=CC2)OC(F)(F)F)C(C)C)=O)CCCC3=CC=CC=C3,Random,CTSK
