smiles,scores,ref,Method,gene
CC(C)NC(=O)N1[C@@H]([C@@H](CO)[C@@H]2Cn3c(cccc3=O)[C@H]12)C(=O)N1CCc2ccccc2C1,0.84,O=C1N(C2CCN(CC2)CC3=CC=C(C=C3)C=4NC(=O)C(=NC4C=5C=CC=CC5)CC(C)C)C=6C(N1)=CC=CC6,Cosine,AKT2
COCC1OC(=O)c2coc3c2C1(C)C1=C(C2CCC(=O)C2(C)CC1OC(C)=O)C3=O,0.59,C1(O[C@@H](CC(C(=CC([C@H]([C@H](C([C@@H](C[C@@H](C=CC=CC=C([C@H](C[C@H]2O[C@](C(C(N3[C@H]1CCCC3)=O)=O)(O)[C@@H](CC2)C)OC)C)C)C)=O)OC)O)C)C)=O)[C@@H](C[C@H]4C[C@@H](OC)[C@H](O)CC4)C)=O,Cosine,AKT2
CCS(=O)(=O)Nc1ccc2OC[C@@H](C)N(Cc3ccccn3)C[C@H](C)[C@H](CN(C)C(=O)c2c1)OC,0.72,BrC=1C(NC=2C(S(=O)(=O)NC)=CC=CC2)=NC(NC=3C(OC)=CC=C(N4CCN(CC4)C(=O)C)C3)=NC1,Cosine,AKT2
O=C(Nc1ccc2[nH]ccc2c1)c3cccs3,0.78,S1C2=C(C(C=3C=CC=CC3)=CN=C2)C=C1C(=O)N,Cosine,AKT2
COc1ccc(cc1)S(=O)(=O)N[C@@H]1CC[C@H](CC(=O)N2CCC(Cc3ccccc3)CC2)O[C@@H]1CO,0.71,S(=O)(=O)(N)C1=CC(NC=2N=C(NC3=CC=C(OCC(=O)N)C=C3)C(=CN2)C)=CC=C1,Cosine,AKT2
C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)CCC(F)(F)F)OCc2ccccc2-c3c(C1=O)n(C)c4ccccc34,0.75,FC=1C=C([C@H](C(=O)N2CCN(C=3N=CN=C4C3[C@@H](C[C@H]4O)C)CC2)CNC(CO)(C)C)C=CC1C(F)(F)F,Cosine,AKT2
OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)[N+](=O)[O-],0.56,C1=CC=C2C(N(C(=N2)NC(=O)C=3C=CC=C(C3)N(=O)=O)CCCO)=C1,Cosine,AKT2
C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)CCCN(C)C)OCCCC[C@@H](C)Oc2ccc(NS(=O)(=O)c3cccs3)cc2C1=O,0.73,C1(=CC=C2C(=C1)C(=C(N2)O)C=C3CC(=C(C3=C)C(N4CCN(CC4)C)=O)C)S(=O)(N(C)C5=CC(=CC=C5)Cl)=O,Cosine,AKT2
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,0.64,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,Cosine,AKT2
O=C(N1CCCc2ccccc12)c3cccc(c3)S(=O)(=O)NC4CCCCCC4,0.71,CC=1C=NC=C2C=CC=C(C12)S(N3CCCN(C[C@H]3C)C(CN)=O)(=O)=O,Cosine,AKT2
CCCN(C)C[C@@H]1OCCCC[C@@H](C)Oc2ccc(NS(=O)(=O)c3ccc(OC)cc3)cc2C(=O)N(C[C@@H]1C)[C@H](C)CO,0.75,BrC=1C(NC=2C(S(=O)(=O)NC)=CC=CC2)=NC(NC=3C(OC)=CC=C(N4CCN(CC4)C(=O)C)C3)=NC1,Cosine,AKT2
OCCCOc1ccc(cc1)C2=N[C@@](Cc3ccccc3CN=[N+]=[N-])([C@@H](O2)c4ccccc4)C(=O)NCc5ccccc5,0.65,C=1C=CC=2N/C(/C(=N/OCCC(CO)O)/C2C1)=C\3/C4=C(C=CC=C4)NC3=O,Cosine,AKT2
OC[C@H]1O[C@@H](CC(=O)NCc2ccncn2)CC[C@@H]1NC(=O)c1ccc(F)cc1,0.72,C1CCOC=2N=C(NC(NC=3C=C(C(=CC3OCC1)OCCO)Cl)=O)C=NC2C#N,Cosine,AKT2
Oc1ccc(C=Cc2c(F)cccc2F)c2cccnc12,0.68,ClC=1C=2C(=C(O)C(O)=NC2C=C(Cl)C1)C3=C(O)C=CC(Cl)=C3,Cosine,AKT2
CN1CCN(CC1)c2cc(Nc3cc(C)n[nH]3)nc(Sc4ccc(NC(=O)C5CC5)cc4)n2,0.77,S1C2=NNC(=C2C=C1C(=O)NC3CCN(CC3)C)C4=CC=CC=C4,Cosine,AKT2
CC(C)CCCC(C)CCCC(C)CCC/C(=C/CC1=C(C)C(=O)c2ccccc2C1=O)/C,0.43,N1C(C(=C(C1=O)C2=CNC=3C=CC=CC23)C4=CN(C=5C=CC(=CC45)OC)CCCN(C)C)=O,Cosine,AKT2
OC(=O)c1ccc(cc1)-c1cccc(c1)-c1nn2c(nc(cc2=O)N2CCNCC2)s1,0.78,OC=1N(C2CCN(CC2)CC3=CC=C(C=C3)C=4N=C5N(N=C(N)C5=CC4C6=CC=CC=C6)CCO)C7=C(N1)C=CC=C7,Cosine,AKT2
C[C@H](Cc1ccccc1)N(C)CC#C,0.43,N1(C(=[N+](C=C1)CCCCCCCCCCCCCCCC)C)CC2=CC=CC=C2,Cosine,AKT2
COc1ccc(OC)c(CCNC(=O)c2ccc3SCCN(Cc4ccc(F)cc4)c3c2)c1,0.72,COC=1C=C2C(=NC=NC2=CC1OCCCN3CCCC3)OC=4C=CC=5NC(C)=CC5C4F,Cosine,AKT2
C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)CC2CC2)Oc3c(NC(=O)Nc4ccc(cc4)C(F)(F)F)cccc3C1=O,0.73,FC=1C=C([C@H](C(=O)N2CCN(C=3N=CN=C4C3[C@@H](C[C@H]4O)C)CC2)CNC(CO)(C)C)C=CC1C(F)(F)F,Cosine,AKT2
CC(=O)O[C@H]1[C@H](C[C@@H]2[C@H]3CC[C@@H]4C[C@H](OC(C)=O)[C@H](C[C@@]4(C)[C@@H]3CC[C@@]12C)N1CCCCC1)[N+]1(C)CCCCC1,0.63,O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCN(CC5)C)C,Cosine,AKT2
CNC(=O)CCc1cc2ccccc2[nH]1,0.61,O=C(NC1=C2C(NC=C2)=NC=C1)C3CCC(CC3)C(N)C,Cosine,AKT2
Nc1nc(cs1)C(=NO)C(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(=O)O)C=C,0.64,S1C=2N(C(=N)C(C(C2C(=O)N)C=3SC=CC3)C(OCC)=O)C(=O)C1=CC=4SC=CC4,Cosine,AKT2
C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C)C(=O)COC(=O)C,0.54,C1(O[C@@H](CC(C(=CC([C@H]([C@H](C([C@@H](C[C@@H](C=CC=CC=C([C@H](C[C@H]2O[C@](C(C(N3[C@H]1CCCC3)=O)=O)(O)[C@@H](CC2)C)OC)C)C)C)=O)OC)O)C)C)=O)[C@@H](C[C@H]4C[C@@H](OC)[C@H](O)CC4)C)=O,Cosine,AKT2
Oc1cc2ccccc2cc1-c1nnc(SCC#CCOC(=O)c2ccc(F)cc2)o1,0.63,S1C2=C(C(OC3=CC=C(C(F)(F)F)C=C3)=CN=C2)C=C1C=4OC(=NN4)C,Cosine,AKT2
CNC(=O)Oc1ccc2N(C)C3N(C)CC[C@@]3(C)c2c1,0.64,O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCN(CC5)C)C,Cosine,AKT2
CN(C)CC/C=C/1c2ccccc2COc3ccccc13,0.54,O1[C@@H](CCN2C=3C(C(C4=C(C=5C=6C(N(CC1)C5)=CC=CC6)C(=O)NC4=O)=C2)=CC=CC3)CN(C)C,Cosine,AKT2
C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2cccc(F)c2)Oc3ncc(C#CC4CCCCC4)cc3C1=O,0.74,CC=1C=NC=C2C=CC=C(C12)S(N3CCCN(C[C@H]3C)C(CN)=O)(=O)=O,Cosine,AKT2
CC(Nc1ccccc1)c1cc(C)cn2c1nc(cc2=O)N1CCOCC1,0.84,N=1C=CC=C2C1OC3=C2N=C(N=C3N4CCOCC4)C=5C=CC=C(O)C5,Cosine,AKT2
CNC(=O)CCc1cc2ccccc2[nH]1,0.61,O=C(NC1=C2C(NC=C2)=NC=C1)C3CCC(CC3)C(N)C,Cosine,AKT2
CN(Cc1ccccc1)C(=O)C2CCCN(Cc3ccccc3C(F)(F)F)C2,0.65,FC=1C(NC2C(C3CC2C=C3)C(=O)N)=NC(NC4=CC(=C(N5CCN(CC5)C)C=C4)C)=NC1,Cosine,AKT2
CNC(=O)CCc1cc2ccccc2[nH]1,0.61,O=C(NC1=C2C(NC=C2)=NC=C1)C3CCC(CC3)C(N)C,Cosine,AKT2
C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)c2ccc(F)cc2)Oc3cc(ccc3S1(=O)=O)C4=CCCC4,0.74,C1(=CC=C2C(=C1)C(=C(N2)O)C=C3CC(=C(C3=C)C(N4CCN(CC4)C)=O)C)S(=O)(N(C)C5=CC(=CC=C5)Cl)=O,Cosine,AKT2
OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)[N+](=O)[O-],0.56,C1=CC=C2C(N(C(=N2)NC(=O)C=3C=CC=C(C3)N(=O)=O)CCCO)=C1,Cosine,AKT2
C[C@@H]1[C@H]([C@H](CCO)O[C@@]12C(=O)N(CC=C)c3ccc(cc32)N4CCCCC4=O)[Si](C)(C)F,0.69,FC=1C=C([C@H](C(=O)N2CCN(C=3N=CN=C4C3[C@@H](C[C@H]4O)C)CC2)CNC(CO)(C)C)C=CC1C(F)(F)F,Cosine,AKT2
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,0.66,N1=CN=C(C2=CC(=C(C=C12)OC)OC)NC=3C=CC(=CC3)OCC=4C=CC=CC4,Cosine,AKT2
N[C@@H](CCl)C(=O)O,0.49,ClC1=CC=C(CC(NC(=O)C2=CC=C(C=3C=CN=CC3)C=C2)CO)C=C1,Cosine,AKT2
OC(=O)c1ccc(cc1)-c1cccc(c1)-c1nn2c(nc(cc2=O)N2CCNCC2)s1,0.78,OC=1N(C2CCN(CC2)CC3=CC=C(C=C3)C=4N=C5N(N=C(N)C5=CC4C6=CC=CC=C6)CCO)C7=C(N1)C=CC=C7,Cosine,AKT2
CCN(CC)C(=O)Cn1c2ccccc2c2nc3SCCn3c(=O)c12,0.74,C1(N(C2=CC=CC=C2N1)C3CCN(CC3)CC=4C=CC(C5=C(N=C(C(N5)=O)C(CC)C)C6=CC=CC=C6)=CC4)=O,Cosine,AKT2
Nc1ccc(O)c(c1)C(O)=O,0.6,N=1C=CC(NC=2C=CC=CC2C(O)=O)=NC1NC3=CC(=CC=C3)O,Cosine,AKT2
Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C,0.81,O=C(NC1=C(OC)C=CC(OC)=C1)C2=C3N(N=C2)C(C4=CC=CC=C4)=CC=N3,Cosine,AKT2
