Knock-out Genes,Method Names,Fraggle Scores,The Most Similar Inhibitors,Result Mols
HDAC1,Cosine Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Cosine Search,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,CNC(=O)CCc1cc2ccccc2[nH]1
HDAC1,Cosine Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Cosine Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Cosine Search,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,CNC(=O)CCc1cc2ccccc2[nH]1
HDAC1,Cosine Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,CNC(=O)CCc1cc2ccccc2[nH]1
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,CNC(=O)CCc1cc2ccccc2[nH]1
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,CNC(=O)CCc1cc2ccccc2[nH]1
HDAC1,Euclidean Search,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,CNC(=O)CCc1cc2ccccc2[nH]1
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,CNC(=O)CCc1cc2ccccc2[nH]1
HDAC1,Euclidean Search,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,CNC(=O)CCc1cc2ccccc2[nH]1
HDAC1,Euclidean Search,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,CNC(=O)CCc1cc2ccccc2[nH]1
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,CNC(=O)CCc1cc2ccccc2[nH]1
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,CNC(=O)CCc1cc2ccccc2[nH]1
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,CNC(=O)CCc1cc2ccccc2[nH]1
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,CNC(=O)CCc1cc2ccccc2[nH]1
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,CNC(=O)CCc1cc2ccccc2[nH]1
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,CNC(=O)CCc1cc2ccccc2[nH]1
HDAC1,Euclidean Search,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,CNC(=O)CCc1cc2ccccc2[nH]1
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,CNC(=O)CCc1cc2ccccc2[nH]1
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,CNC(=O)CCc1cc2ccccc2[nH]1
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,CNC(=O)CCc1cc2ccccc2[nH]1
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,CNC(=O)CCc1cc2ccccc2[nH]1
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,CNC(=O)CCc1cc2ccccc2[nH]1
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,CNC(=O)CCc1cc2ccccc2[nH]1
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,CNC(=O)CCc1cc2ccccc2[nH]1
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,CNC(=O)CCc1cc2ccccc2[nH]1
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Euclidean Search,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,CNC(=O)CCc1cc2ccccc2[nH]1
HDAC1,Euclidean Search,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
HDAC1,Pre-trained hierVAE Generate,0.35,C1(=CSC(=N1)C=2C=CC(=CC2)OCCN(C)C)[C@@H](NC(=O)OCC=3C=CC=CC3)CCCCNS(N)(=O)=O,CC1CN(C(C)CO)S(=O)(=O)c2ccc(C#Cc3ccccn3)cc2OC1CN(C)C(=O)c1ccc2c(c1)OCO2
HDAC1,Pre-trained hierVAE Generate,0,O1CCN(CC=2C=3C=4C(C(=O)N(CCCCCC(=O)NC=5C(N)=CC=CC5)C(=O)C4C=CC3)=CC2O)CC1,COc1ccccc1CNC(=O)CC1CCC(NC(=O)CCN2CCCCC2)C(CO)O1
HDAC1,Pre-trained hierVAE Generate,0.4,C=1(NC=2C=CC=CC2C1CCNC([C@@H](NC(C3CN(C)CC3)=O)CCCCCC(=O)C)=O)C4=CC=CC=C4,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)CC1CC1
HDAC1,Pre-trained hierVAE Generate,0,O1CCN(CC=2C=3C=4C(C(=O)N(CCCCCC(=O)NC=5C(N)=CC=CC5)C(=O)C4C=CC3)=CC2O)CC1,CC1CCCCOC(CN(C)CC2CC2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2O1
HDAC1,Pre-trained hierVAE Generate,0.34,C(C=1C2=C(NC1)C=CC=C2)CN3C([C@@H](NC([C@@H](N(C(CCN(C(C3)=O)CC(C)C)=O)C)C)=O)CCCCCC(CC)=O)=O,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)C(=O)c1cccc(F)c1
HDAC1,Pre-trained hierVAE Generate,0.5,S(=O)(=O)(NC1=CC2=C(C=C1)OCO2)C3=CC=CC(=C3)C(CSC(SCC)=S)=O,CC(NC(=O)CC1CC2c3cc(NS(=O)(=O)c4ccc(F)cc4)ccc3OC2C(CO)O1)c1ccccc1
HDAC1,Pre-trained hierVAE Generate,0.43,C1=CC(=CC=C1OC)NC(=O)CCCCC(=NO)O,COc1ccc(C=NNC(=O)CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O)cc1
HDAC1,Pre-trained hierVAE Generate,0,O1CCN(CC=2C=3C=4C(C(=O)N(CCCCCC(=O)NC=5C(N)=CC=CC5)C(=O)C4C=CC3)=CC2O)CC1,CC1CCCCOC(CN(C)CC2CC2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)C3CCCCC3)ccc2O1
HDAC1,Pre-trained hierVAE Generate,0.3,C(C=1C2=C(NC1)C=CC=C2)CN3C([C@@H](NC([C@@H](N(C(CCN(C(C3)=O)CC(C)C)=O)C)C)=O)CCCCCC(CC)=O)=O,CCC(=O)N(C)CC1OCc2ccccc2-c2c(n(C)c3ccccc23)C(=O)N(C(C)CO)CC1C
HDAC1,Pre-trained hierVAE Generate,0.18,C=1(C2=CC=C(C=C2)OCCN3CCOCC3)C=CN=C(N1)NCC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N,COc1cccc(COc2cccc(C(=O)NCCCN3CCOCC3)c2)c1
HDAC1,Pre-trained hierVAE Generate,0.41,C1(=CSC(=N1)C=2C=CC(=CC2)OCCN(C)C)[C@@H](NC(=O)OCC=3C=CC=CC3)CCCCNS(N)(=O)=O,CC(C)CC#Cc1ccc2c(c1)OC(CN(C)Cc1ccc(C(=O)O)cc1)C(C)CN(C(C)CO)S2(=O)=O
HDAC1,Pre-trained hierVAE Generate,0.47,C1(CN(CC2=CC3=C(C=C2)OCO3)CCO)=CC=C(C=C1)C(=O)NC4=C(N)C=CC=C4,CN(C)c1ccc2c(c1)C1CC(CC(=O)NCc3ccc4c(c3)OCO4)OC(CO)C1O2
HDAC1,Pre-trained hierVAE Generate,0.33,SCCCCC[C@H](NC(OC(C)(C)C)=O)C(=O)NC(C)(C)C,CCCCCCCCCCCCCCCCCCCCCCC(=O)NCCCOCC(C)(C)C
HDAC1,Pre-trained hierVAE Generate,0.44,C1=CC(C=2NC([C@@H](NC(=O)CC3=C(NC4=C3C=C(C=C4)OC)C)CCCCCC(NS(C(F)(F)F)(=O)=O)=O)=NC2)=CC=5C1=CC=CC5,Cc1ccc(S(=O)(=O)N(C)CC2OCCCCC(C)Oc3ccc(NC(=O)CCC(F)(F)F)cc3C(=O)N(C(C)CO)CC2C)cc1
HDAC1,Pre-trained hierVAE Generate,0,O1CCN(CC=2C=3C=4C(C(=O)N(CCCCCC(=O)NC=5C(N)=CC=CC5)C(=O)C4C=CC3)=CC2O)CC1,COC1CN(C)C(=O)c2cc(NC(=O)c3ccccc3F)ccc2OCC(C)NCC1C
