,Knock-out Genes,Modal Similarity,The Most Similar Inhibitors,Metric,Scores,Searched Mols
2264,PIK3CA,0.83,S(=O)(=O)(NC)C=1C=CC(C(=O)N2CC3=C(OCC2)C=CC(=C3)C=4C=C5NC=NC5=CC4)=CC1,MACCS,0.70,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CC2)OCCCC[C@@H](C)Oc3ccc(NS(=O)(=O)C)cc3C1=O
2265,PIK3CA,0.85,C=1(N=C(CC(NC=2C=CC(=C(C2)OC)F)=O)N=C(C1)N3CCOCC3)O,MACCS,0.73,COc1c(N2CCNC(C)C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1
2266,PIK3CA,0.88,N=1C(=CC2=C(C1C)C=C(C(N2C3CCOCC3)=O)C4=CC(=C(N=C4)OC)NS(C5=C(C=C(C=C5)F)F)(=O)=O)N,MACCS,0.73,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3c(NS(=O)(=O)c4cccs4)cccc3C1=O
2267,PIK3CA,0.00,C1=NC=2NN=C(C#CC=3C=CC=NC3)C2C=C1,MACCS,0.66,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
2268,PIK3CA,0.00,C1=NC=2NN=C(C#CC=3C=CC=NC3)C2C=C1,MACCS,0.66,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
2269,PIK3CA,0.85,C=1(N=C(CC(NC=2C=CC(=C(C2)OC)F)=O)N=C(C1)N3CCOCC3)O,MACCS,0.73,COc1c(N2CCNC(C)C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1
2270,PIK3CA,0.83,S(=O)(=O)(NC)C=1C=CC(C(=O)N2CC3=C(OCC2)C=CC(=C3)C=4C=C5NC=NC5=CC4)=CC1,MACCS,0.70,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CC2)OCCCC[C@@H](C)Oc3ccc(NS(=O)(=O)C)cc3C1=O
2271,PIK3CA,0.83,S(=O)(=O)(NC=1C=C(C=2N=C(N=C(N3CCOCC3)C2)NCCC4=CC=NC=C4)C=CC1)C,MACCS,0.63,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
2272,PIK3CA,0.00,C1=NC=2NN=C(C#CC=3C=CC=NC3)C2C=C1,MACCS,0.66,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
2273,PIK3CA,0.83,S(=O)(=O)(NC=1C=C(C=2N=C(N=C(N3CCOCC3)C2)NCCC4=CC=NC=C4)C=CC1)C,MACCS,0.63,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
2274,PIK3CA,0.88,N=1C(=CC2=C(C1C)C=C(C(N2C3CCOCC3)=O)C4=CC(=C(N=C4)OC)NS(C5=C(C=C(C=C5)F)F)(=O)=O)N,MACCS,0.73,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3c(NS(=O)(=O)c4cccs4)cccc3C1=O
2275,PIK3CA,0.83,S(=O)(=O)(NC=1C=C(C=2N=C(N=C(N3CCOCC3)C2)NCCC4=CC=NC=C4)C=CC1)C,MACCS,0.63,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
2276,PIK3CA,0.00,C1=NC=2NN=C(C#CC=3C=CC=NC3)C2C=C1,MACCS,0.66,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
2277,PIK3CA,0.84,N=1C(N)=C2C(=NC1)N(C)N=C2C=3SC4=C(C3)C=CC=C4,MACCS,0.72,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
2278,PIK3CA,0.79,O1C2(O)C([C@@]3([C@H](C(CCC3)(C)C)CC2)C)=C4C1=CC(=O)C(=O)C4,MACCS,0.80,C[C@@]12[C@H](CC[C@]1(O)[C@@H]1CC[C@@H]3C[C@@H](O)CC[C@]3(C)[C@H]1C[C@H]2O)C1=CC(=O)OC1
2279,PIK3CA,0.00,C1=NC=2NN=C(C#CC=3C=CC=NC3)C2C=C1,MACCS,0.66,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
2280,PIK3CA,0.84,N=1C(N)=C2C(=NC1)N(C)N=C2C=3SC4=C(C3)C=CC=C4,MACCS,0.72,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
2281,PIK3CA,0.79,O1C2(O)C([C@@]3([C@H](C(CCC3)(C)C)CC2)C)=C4C1=CC(=O)C(=O)C4,MACCS,0.80,C[C@@]12[C@H](CC[C@]1(O)[C@@H]1CC[C@@H]3C[C@@H](O)CC[C@]3(C)[C@H]1C[C@H]2O)C1=CC(=O)OC1
2282,PIK3CA,0.85,C1(=C(C=CC(=C1)C)C=2OC(=NN2)SCC=3C=C(C=CC3)OC)O,MACCS,0.63,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
2283,PIK3CA,0.88,N=1C(=CC2=C(C1C)C=C(C(N2C3CCOCC3)=O)C4=CC(=C(N=C4)OC)NS(C5=C(C=C(C=C5)F)F)(=O)=O)N,MACCS,0.73,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3c(NS(=O)(=O)c4cccs4)cccc3C1=O
2284,PIK3CA,0.88,N=1C(=NC=NC1N2C3=C(N=C2NC=4C=CC=C(C4)O)C=CC=C3)C,MACCS,0.58,OC(c1cnc2ccccn12)(c1ccccc1)c1ccccc1
2285,PIK3CA,0.83,O1C2=C(CN(CC1)C(=O)C=3C=CC(=CC3)C(=O)C)C=C(C=4C=C5N(N=CC5=CC4)C)C=C2,MACCS,0.72,COc1ccc(cc1)C2(CC2)C(=O)N3CCC(CC3)n4nc(oc4=O)c5ccccc5
2286,PIK3CA,0.88,N=1C(=CC2=C(C1C)C=C(C(N2C3CCOCC3)=O)C4=CC(=C(N=C4)OC)NS(C5=C(C=C(C=C5)F)F)(=O)=O)N,MACCS,0.73,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3c(NS(=O)(=O)c4cccs4)cccc3C1=O
2287,PIK3CA,0.83,O1C2=C(CN(CC1)C(=O)C=3C=CC(=CC3)C(=O)C)C=C(C=4C=C5N(N=CC5=CC4)C)C=C2,MACCS,0.72,COc1ccc(cc1)C2(CC2)C(=O)N3CCC(CC3)n4nc(oc4=O)c5ccccc5
2288,PIK3CA,0.88,N=1C(=NC=NC1N2C3=C(N=C2NC=4C=CC=C(C4)O)C=CC=C3)C,MACCS,0.58,OC(c1cnc2ccccn12)(c1ccccc1)c1ccccc1
2289,PIK3CA,0.83,S(=O)(=O)(NC=1C=C(C=2N=C(N=C(N3CCOCC3)C2)NCCC4=CC=NC=C4)C=CC1)C,MACCS,0.63,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
2290,PIK3CA,0.85,C1(=C(C=CC(=C1)C)C=2OC(=NN2)SCC=3C=C(C=CC3)OC)O,MACCS,0.63,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
2291,PIK3CA,0.79,O1C2(O)C([C@@]3([C@H](C(CCC3)(C)C)CC2)C)=C4C1=CC(=O)C(=O)C4,MACCS,0.80,C[C@@]12[C@H](CC[C@]1(O)[C@@H]1CC[C@@H]3C[C@@H](O)CC[C@]3(C)[C@H]1C[C@H]2O)C1=CC(=O)OC1
2292,PIK3CA,0.83,S(=O)(=O)(NC=1C=C(C=2N=C(N=C(N3CCOCC3)C2)NCCC4=CC=NC=C4)C=CC1)C,MACCS,0.63,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
2293,PIK3CA,0.83,O1C2=C(CN(CC1)C(=O)C=3C=CC(=CC3)C(=O)C)C=C(C=4C=C5N(N=CC5=CC4)C)C=C2,MACCS,0.72,COc1ccc(cc1)C2(CC2)C(=O)N3CCC(CC3)n4nc(oc4=O)c5ccccc5
2294,PIK3CA,0.88,N=1C(=CC2=C(C1C)C=C(C(N2C3CCOCC3)=O)C4=CC(=C(N=C4)OC)NS(C5=C(C=C(C=C5)F)F)(=O)=O)N,MACCS,0.73,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3c(NS(=O)(=O)c4cccs4)cccc3C1=O
2295,PIK3CA,0.88,N=1C(=CC2=C(C1C)C=C(C(N2C3CCOCC3)=O)C4=CC(=C(N=C4)OC)NS(C5=C(C=C(C=C5)F)F)(=O)=O)N,MACCS,0.73,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3c(NS(=O)(=O)c4cccs4)cccc3C1=O
2296,PIK3CA,0.85,C1(=C(C=CC(=C1)C)C=2OC(=NN2)SCC=3C=C(C=CC3)OC)O,MACCS,0.63,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
2297,PIK3CA,0.00,C1=NC=2NN=C(C#CC=3C=CC=NC3)C2C=C1,MACCS,0.66,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
2298,PIK3CA,0.85,C1(=C(C=CC(=C1)C)C=2OC(=NN2)SCC=3C=C(C=CC3)OC)O,MACCS,0.63,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
2299,PIK3CA,0.83,S(=O)(=O)(NC=1C=C(C=2N=C(N=C(N3CCOCC3)C2)NCCC4=CC=NC=C4)C=CC1)C,MACCS,0.63,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
2300,PIK3CA,0.85,C1(=C(C=CC(=C1)C)C=2OC(=NN2)SCC=3C=C(C=CC3)OC)O,Morgan,0.28,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
2301,PIK3CA,0.88,ClC1=C(S(=O)(=O)NC2=C(Cl)C=CC=C2)C=C(C=C1)C=3N=C(C(=NC3)N)C(=O)NC,Morgan,0.23,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3c(NS(=O)(=O)c4cccs4)cccc3C1=O
2302,PIK3CA,0.85,FC=1C=C(C=2C(=O)N(C3CCC(OCC(=O)N)CC3)C=4N=C(N=C(C4C2)C)N)C=NC1OC,Morgan,0.21,COc1c(N2CCNC(C)C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1
2303,PIK3CA,0.83,C1(C\2[C@@](C)(C=3C(C1=O)[C@H]4[C@](C)(CC3OC(C)=O)[C@@H](O)CC4)[C@H](OC(=O)/C2=C/N5CCN(CC5)C6CCCCC6)COC)=O,Morgan,0.15,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
2304,PIK3CA,0.88,ClC1=C(S(=O)(=O)NC2=C(Cl)C=CC=C2)C=C(C=C1)C=3N=C(C(=NC3)N)C(=O)NC,Morgan,0.23,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3c(NS(=O)(=O)c4cccs4)cccc3C1=O
2305,PIK3CA,0.85,FC=1C=C(C=2C(=O)N(C3CCC(OCC(=O)N)CC3)C=4N=C(N=C(C4C2)C)N)C=NC1OC,Morgan,0.21,COc1c(N2CCNC(C)C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1
2306,PIK3CA,0.00,C=1(N=CC(=NC1C(=O)NC)C=2C=C(C=CC2)C3=NN=NN3)N,Morgan,0.11,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
2307,PIK3CA,0.83,N1=C(N2CCOCC2)C=3C=NN(C4CCN(CC4)C(=O)OC)C3N=C1C=5C=CC(=CC5)NC(=O)NC=6C=CC=CC6,Morgan,0.30,COc1ccc(cc1)C2(CC2)C(=O)N3CCC(CC3)n4nc(oc4=O)c5ccccc5
2308,PIK3CA,0.88,ClC1=C(S(=O)(=O)NC2=C(Cl)C=CC=C2)C=C(C=C1)C=3N=C(C(=NC3)N)C(=O)NC,Morgan,0.23,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3c(NS(=O)(=O)c4cccs4)cccc3C1=O
2309,PIK3CA,0.81,S(=O)(NC=1C=C(C2=CN3C(C=C2)=NC=C3C4=CC=CC=C4)C=NC1)(C=5C=CC=CC5)=O,Morgan,0.21,C[C@H](NC(=O)[C@H]1[C@H](CO)[C@H]2Cn3c(ccc(C=Cc4ccccc4)c3=O)[C@@H]1N2)c1ccccc1
2310,PIK3CA,0.00,C=1(N=CC(=NC1C(=O)NC)C=2C=C(C=CC2)C3=NN=NN3)N,Morgan,0.11,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
2311,PIK3CA,0.83,N1=C(N2CCOCC2)C=3C=NN(C4CCN(CC4)C(=O)OC)C3N=C1C=5C=CC(=CC5)NC(=O)NC=6C=CC=CC6,Morgan,0.30,COc1ccc(cc1)C2(CC2)C(=O)N3CCC(CC3)n4nc(oc4=O)c5ccccc5
2312,PIK3CA,0.83,N=1C(=CC2=C(C1C)C=C(C(N2C3CCCC3)=O)C4=CC(=C(N=C4)OC)NS(C)(=O)=O)N,Morgan,0.18,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CC2)OCCCC[C@@H](C)Oc3ccc(NS(=O)(=O)C)cc3C1=O
2313,PIK3CA,0.85,FC=1C=C(C=2C(=O)N(C3CCC(OCC(=O)N)CC3)C=4N=C(N=C(C4C2)C)N)C=NC1OC,Morgan,0.21,COc1c(N2CCNC(C)C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1
2314,PIK3CA,0.83,C1(C\2[C@@](C)(C=3C(C1=O)[C@H]4[C@](C)(CC3OC(C)=O)[C@@H](O)CC4)[C@H](OC(=O)/C2=C/N5CCN(CC5)C6CCCCC6)COC)=O,Morgan,0.15,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
2315,PIK3CA,0.85,C1(=C(C=CC(=C1)C)C=2OC(=NN2)SCC=3C=C(C=CC3)OC)O,Morgan,0.28,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
2316,PIK3CA,0.85,FC=1C=C(C=2C(=O)N(C3CCC(OCC(=O)N)CC3)C=4N=C(N=C(C4C2)C)N)C=NC1OC,Morgan,0.21,COc1c(N2CCNC(C)C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1
2317,PIK3CA,0.00,C=1(N=CC(=NC1C(=O)NC)C=2C=C(C=CC2)C3=NN=NN3)N,Morgan,0.11,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
2318,PIK3CA,0.84,C=1(N=CN=C2C1C(C=3C=CC4=CC=CC=C4C3)=NN2C)N,Morgan,0.28,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
2319,PIK3CA,0.85,C1(=C(C=CC(=C1)C)C=2OC(=NN2)SCC=3C=C(C=CC3)OC)O,Morgan,0.28,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
2320,PIK3CA,0.88,ClC1=C(S(=O)(=O)NC2=C(Cl)C=CC=C2)C=C(C=C1)C=3N=C(C(=NC3)N)C(=O)NC,Morgan,0.23,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3c(NS(=O)(=O)c4cccs4)cccc3C1=O
2321,PIK3CA,0.94,N=1C(=NC(NC=2C=C(C=CC2)OC)=C3C=NN(C31)C)C4=CC(=CC=C4)NC(=O)C,Morgan,0.28,COc1ccc2c(cc(C)c3nnc(SCC(=O)Nc4cccc(c4)C(=O)C)n32)c1
2322,PIK3CA,0.00,C=1(N=CC(=NC1C(=O)NC)C=2C=C(C=CC2)C3=NN=NN3)N,Morgan,0.11,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
2323,PIK3CA,0.84,C=1(N=CN=C2C1C(C=3C=CC4=CC=CC=C4C3)=NN2C)N,Morgan,0.28,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
2324,PIK3CA,0.88,ClC1=C(S(=O)(=O)NC2=C(Cl)C=CC=C2)C=C(C=C1)C=3N=C(C(=NC3)N)C(=O)NC,Morgan,0.23,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3c(NS(=O)(=O)c4cccs4)cccc3C1=O
2325,PIK3CA,0.83,C1(C\2[C@@](C)(C=3C(C1=O)[C@H]4[C@](C)(CC3OC(C)=O)[C@@H](O)CC4)[C@H](OC(=O)/C2=C/N5CCN(CC5)C6CCCCC6)COC)=O,Morgan,0.15,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
2326,PIK3CA,0.83,N1=C(N2CCOCC2)C=3C=NN(C4CCN(CC4)C(=O)OC)C3N=C1C=5C=CC(=CC5)NC(=O)NC=6C=CC=CC6,Morgan,0.30,COc1ccc(cc1)C2(CC2)C(=O)N3CCC(CC3)n4nc(oc4=O)c5ccccc5
2327,PIK3CA,0.83,N1=C(N2CCOCC2)C=3C=NN(C4CCN(CC4)C(=O)OC)C3N=C1C=5C=CC(=CC5)NC(=O)NC=6C=CC=CC6,Morgan,0.30,COc1ccc(cc1)C2(CC2)C(=O)N3CCC(CC3)n4nc(oc4=O)c5ccccc5
2328,PIK3CA,0.81,S(=O)(NC=1C=C(C2=CN3C(C=C2)=NC=C3C4=CC=CC=C4)C=NC1)(C=5C=CC=CC5)=O,Morgan,0.21,C[C@H](NC(=O)[C@H]1[C@H](CO)[C@H]2Cn3c(ccc(C=Cc4ccccc4)c3=O)[C@@H]1N2)c1ccccc1
2329,PIK3CA,0.88,S(=O)(NC=1C=C(C2=CN3C(C=C2)=NC=C3C4=CC=CC=C4)C=NC1)(C=5C=CC=CC5)=O,Morgan,0.29,OC(c1cnc2ccccn12)(c1ccccc1)c1ccccc1
2330,PIK3CA,0.85,FC=1C=C(C=2C(=O)N(C3CCC(OCC(=O)N)CC3)C=4N=C(N=C(C4C2)C)N)C=NC1OC,Morgan,0.21,COc1c(N2CCNC(C)C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1
2331,PIK3CA,0.83,C1(C\2[C@@](C)(C=3C(C1=O)[C@H]4[C@](C)(CC3OC(C)=O)[C@@H](O)CC4)[C@H](OC(=O)/C2=C/N5CCN(CC5)C6CCCCC6)COC)=O,Morgan,0.15,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
2332,PIK3CA,0.00,C=1(N=CC(=NC1C(=O)NC)C=2C=C(C=CC2)C3=NN=NN3)N,Morgan,0.11,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
2333,PIK3CA,0.00,C=1(N=CC(=NC1C(=O)NC)C=2C=C(C=CC2)C3=NN=NN3)N,Morgan,0.11,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
2334,PIK3CA,0.85,C1(=C(C=CC(=C1)C)C=2OC(=NN2)SCC=3C=C(C=CC3)OC)O,Morgan,0.28,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
2335,PIK3CA,0.81,S(=O)(NC=1C=C(C2=CN3C(C=C2)=NC=C3C4=CC=CC=C4)C=NC1)(C=5C=CC=CC5)=O,Morgan,0.21,C[C@H](NC(=O)[C@H]1[C@H](CO)[C@H]2Cn3c(ccc(C=Cc4ccccc4)c3=O)[C@@H]1N2)c1ccccc1
2336,PIK3CA,0.88,S(=O)(NC=1C=C(C2=CN3C(C=C2)=NC=C3C4=CC=CC=C4)C=NC1)(C=5C=CC=CC5)=O,Morgan,0.29,OC(c1cnc2ccccn12)(c1ccccc1)c1ccccc1
2337,PIK3CA,0.85,FC=1C=C(C=2C(=O)N(C3CCC(OCC(=O)N)CC3)C=4N=C(N=C(C4C2)C)N)C=NC1OC,Morgan,0.21,COc1c(N2CCNC(C)C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1
2338,PIK3CA,0.00,C=1(N=CC(=NC1C(=O)NC)C=2C=C(C=CC2)C3=NN=NN3)N,Morgan,0.11,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
2339,PIK3CA,0.85,C1(=C(C=CC(=C1)C)C=2OC(=NN2)SCC=3C=C(C=CC3)OC)O,Morgan,0.28,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
2340,PIK3CA,0.79,C1(C\2[C@@](C)(C=3C(C1=O)[C@H]4[C@]([C@H](CC4)O)(C)CC3OC(C)=O)[C@@H](COC)OC(=O)/C2=C/N5CCC(CC5)C(O)=O)=O,Morgan,0.18,C[C@@]12[C@H](CC[C@]1(O)[C@@H]1CC[C@@H]3C[C@@H](O)CC[C@]3(C)[C@H]1C[C@H]2O)C1=CC(=O)OC1
2341,PIK3CA,0.83,C1(C\2[C@@](C)(C=3C(C1=O)[C@H]4[C@](C)(CC3OC(C)=O)[C@@H](O)CC4)[C@H](OC(=O)/C2=C/N5CCN(CC5)C6CCCCC6)COC)=O,Morgan,0.15,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
2342,PIK3CA,0.84,C=1(N=CN=C2C1C(C=3C=CC4=CC=CC=C4C3)=NN2C)N,Morgan,0.28,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
2343,PIK3CA,0.00,C=1(N=CC(=NC1C(=O)NC)C=2C=C(C=CC2)C3=NN=NN3)N,Morgan,0.11,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
2344,PIK3CA,0.83,N1=C(N2CCOCC2)C=3C=NN(C4CCN(CC4)C(=O)OC)C3N=C1C=5C=CC(=CC5)NC(=O)NC=6C=CC=CC6,Morgan,0.30,COc1ccc(cc1)C2(CC2)C(=O)N3CCC(CC3)n4nc(oc4=O)c5ccccc5
2345,PIK3CA,0.00,C=1(N=CC(=NC1C(=O)NC)C=2C=C(C=CC2)C3=NN=NN3)N,Morgan,0.11,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
2346,PIK3CA,0.84,C=1(N=CN=C2C1C(C=3C=CC4=CC=CC=C4C3)=NN2C)N,Morgan,0.28,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
2347,PIK3CA,0.83,N1=C(N2CCOCC2)C=3C=NN(C4CCN(CC4)C(=O)OC)C3N=C1C=5C=CC(=CC5)NC(=O)NC=6C=CC=CC6,Morgan,0.30,COc1ccc(cc1)C2(CC2)C(=O)N3CCC(CC3)n4nc(oc4=O)c5ccccc5
2348,PIK3CA,0.00,C=1(N=CC(=NC1C(=O)NC)C=2C=C(C=CC2)C3=NN=NN3)N,Morgan,0.11,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
2349,PIK3CA,0.85,FC=1C=C(C=2C(=O)N(C3CCC(OCC(=O)N)CC3)C=4N=C(N=C(C4C2)C)N)C=NC1OC,Morgan,0.21,COc1c(N2CCNC(C)C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1
2350,PIK3CA,0.85,C1(=C(C=CC(=C1)C)C=2OC(=NN2)SCC=3C=C(C=CC3)OC)O,Morgan,0.28,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
2351,PIK3CA,0.88,S(=O)(NC=1C=C(C2=CN3C(C=C2)=NC=C3C4=CC=CC=C4)C=NC1)(C=5C=CC=CC5)=O,Morgan,0.29,OC(c1cnc2ccccn12)(c1ccccc1)c1ccccc1
2352,PIK3CA,0.84,C=1(N=CN=C2C1C(C=3C=CC4=CC=CC=C4C3)=NN2C)N,Morgan,0.28,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
2353,PIK3CA,0.88,ClC1=C(S(=O)(=O)NC2=C(Cl)C=CC=C2)C=C(C=C1)C=3N=C(C(=NC3)N)C(=O)NC,Morgan,0.23,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3c(NS(=O)(=O)c4cccs4)cccc3C1=O
2354,PIK3CA,0.83,N1=C(N2CCOCC2)C=3C=NN(C4CCN(CC4)C(=O)OC)C3N=C1C=5C=CC(=CC5)NC(=O)NC=6C=CC=CC6,Morgan,0.30,COc1ccc(cc1)C2(CC2)C(=O)N3CCC(CC3)n4nc(oc4=O)c5ccccc5
2355,PIK3CA,0.83,N=1C(=CC2=C(C1C)C=C(C(N2C3CCCC3)=O)C4=CC(=C(N=C4)OC)NS(C)(=O)=O)N,Morgan,0.18,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CC2)OCCCC[C@@H](C)Oc3ccc(NS(=O)(=O)C)cc3C1=O
2356,PIK3CA,0.88,S(=O)(NC=1C=C(C2=CN3C(C=C2)=NC=C3C4=CC=CC=C4)C=NC1)(C=5C=CC=CC5)=O,Morgan,0.29,OC(c1cnc2ccccn12)(c1ccccc1)c1ccccc1
2357,PIK3CA,0.85,C1(=C(C=CC(=C1)C)C=2OC(=NN2)SCC=3C=C(C=CC3)OC)O,Morgan,0.28,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
2358,PIK3CA,0.85,C1(=C(C=CC(=C1)C)C=2OC(=NN2)SCC=3C=C(C=CC3)OC)O,Morgan,0.28,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
2359,PIK3CA,0.81,S(=O)(NC=1C=C(C2=CN3C(C=C2)=NC=C3C4=CC=CC=C4)C=NC1)(C=5C=CC=CC5)=O,Morgan,0.21,C[C@H](NC(=O)[C@H]1[C@H](CO)[C@H]2Cn3c(ccc(C=Cc4ccccc4)c3=O)[C@@H]1N2)c1ccccc1
2360,PIK3CA,0.85,FC=1C=C(C=2C(=O)N(C3CCC(OCC(=O)N)CC3)C=4N=C(N=C(C4C2)C)N)C=NC1OC,Morgan,0.21,COc1c(N2CCNC(C)C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1
2361,PIK3CA,0.83,C1(C\2[C@@](C)(C=3C(C1=O)[C@H]4[C@](C)(CC3OC(C)=O)[C@@H](O)CC4)[C@H](OC(=O)/C2=C/N5CCN(CC5)C6CCCCC6)COC)=O,Morgan,0.15,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
2362,PIK3CA,0.85,FC=1C=C(C=2C(=O)N(C3CCC(OCC(=O)N)CC3)C=4N=C(N=C(C4C2)C)N)C=NC1OC,Morgan,0.21,COc1c(N2CCNC(C)C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1
2363,PIK3CA,0.83,N1=C(N2CCOCC2)C=3C=NN(C4CCN(CC4)C(=O)OC)C3N=C1C=5C=CC(=CC5)NC(=O)NC=6C=CC=CC6,Morgan,0.30,COc1ccc(cc1)C2(CC2)C(=O)N3CCC(CC3)n4nc(oc4=O)c5ccccc5
