Knock-out Genes,Method Names,MACCS Scores,The Most Similar Inhibitors,Result Mols
SMAD3,Ours,0.99,FC(F)(F)C1=CC=C(NC(=O)N(C[C@H]2OC=3C(C(=O)N(C[C@@H]2C)[C@@H](CO)C)=CC(NC(=O)NC4=CC=C(C(F)(F)F)C=C4)=CC3)C)C=C1,CC1CN(C(C)CO)C(=O)c2cc(NC(=O)Nc3ccc(C(F)(F)F)cc3)ccc2OC1CN(C)C(=O)Nc1ccc(F)cc1
SMAD3,Ours,0.99,FC(F)(F)C1=CC=C(CN(C[C@H]2OC3=C(C(=O)N(C[C@H]2C)[C@@H](CO)C)C=C(NC(=O)C4CCCCC4)C=C3)C)C=C1,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCC(F)(F)F)ccc2O1
SMAD3,Ours,0.98,S(=O)(=O)(N(C[C@@H]1OCC=2N(N=NC2)CCCC(=O)N(C[C@H]1C)[C@@H](CO)C)C)C=3SC=CC3,Cc1cccc(S(=O)(=O)N(C)CC2OCc3cnnn3CCCC(=O)N(C(C)CO)CC2C)c1
SMAD3,Ours,0.98,S(=O)(=O)(N(C[C@@H]1OCC=2N(N=NC2)CCCC(=O)N(C[C@H]1C)[C@@H](CO)C)C)C=3SC=CC3,Cc1ccc(S(=O)(=O)N(C)CC2OCc3cnnn3CCCC(=O)N(C(C)CO)CC2C)cc1
SMAD3,Ours,0.98,O=C1N([C@@H](CO)C)C[C@@H]([C@@H](OCC=2C(C3=C1N(C=4C3=CC=CC4)C)=CC=CC2)CN(C(OC5=CC=C(OC)C=C5)=O)C)C,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)Cc1ccc(C(F)(F)F)cc1
SMAD3,Ours,0.98,O=C1N([C@@H](CO)C)C[C@@H]([C@@H](OCC=2C(C3=C1N(C=4C3=CC=CC4)C)=CC=CC2)CN(C(OC5=CC=C(OC)C=C5)=O)C)C,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)Cc1ccc(C(F)(F)F)cc1
SMAD3,Ours,0.98,O=C(NC1CCN(CC1)CC2=CC=CC=C2)CC3=CC=CC=C3,CC(C)(C)c1ccc(C(=O)NCCCN2CCC(Cc3ccccc3)CC2)cc1
SMAD3,Ours,0.98,O1C2=C(C(=O)N(C[C@@H]([C@@H]1CN(CC3CCCCC3)C)C)[C@H](CO)C)C=C(NC(=O)C4CCCCC4)C=C2,COc1ccc(CCC(=O)Nc2ccc3c(c2)C(=O)N(C(C)CO)CC(C)C(CN(C)CC2CCOCC2)O3)cc1
SMAD3,Ours,0.98,O1C2=C(C(=O)N(C[C@@H]([C@@H]1CN(CC3CCCCC3)C)C)[C@H](CO)C)C=C(NC(=O)C4CCCCC4)C=C2,CC1CCCCOC(CN(C)CC2CC2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)C3CCCCC3)ccc2O1
SMAD3,Ours,0.98,FC(F)(F)CCC(=O)NC=1C=C2C(O[C@H]([C@H](CN(C(=O)C2)[C@H](CO)C)C)CN(C(=O)NC3=C(ON=C3C)C)C)=CC1,CC1CN(C(C)CO)C(=O)CCCn2cc(nn2)COC1CN(C)Cc1cccc(C(F)(F)F)c1
SMAD3,Ours,0.98,FC(F)(F)C1=CC=C(CN(C[C@H]2OC3=C(C(=O)N(C[C@H]2C)[C@@H](CO)C)C=C(NC(=O)C4CCCCC4)C=C3)C)C=C1,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCCN(C)C)ccc2O1
SMAD3,Ours,0.98,ClC1=CC=C(S(=O)(=O)N(C[C@@H]2OC=3C(CC(=O)N(C[C@@H]2C)[C@H](CO)C)=CC(NC(=O)CCC(F)(F)F)=CC3)C)C=C1,Cc1ccc(S(=O)(=O)N(C)CC2Oc3ccc(NC(=O)CCC(F)(F)F)cc3CC(=O)N(C(C)CO)CC2C)cc1
SMAD3,Ours,0.98,BrC=1C=C2O[C@H]([C@@H](CN(S(=O)(=O)C2=CC1)[C@H](CO)C)C)CN(C(=O)C3=C(F)C=CC=C3)C,Cc1ccccc1-c1ccc2c(c1)OC(CN(C)C(=O)c1ccc(F)cc1)C(C)CN(C(C)CO)S2(=O)=O
SMAD3,Ours,0.98,BrC=1C=C2O[C@H]([C@@H](CN(S(=O)(=O)C2=CC1)[C@H](CO)C)C)CN(C(=O)C3=C(F)C=CC=C3)C,CC1CN(C(C)CO)S(=O)(=O)c2ccc(C#Cc3ccc(F)cc3)cc2OC1CN(C)C(=O)Cc1ccccc1
SMAD3,Ours,0.98,BrC=1C=C2O[C@H]([C@@H](CN(S(=O)(=O)C2=CC1)[C@H](CO)C)C)CN(C(=O)C3=C(F)C=CC=C3)C,CC1CN(C(C)CO)S(=O)(=O)c2ccc(C#Cc3ccc(F)cc3)cc2OC1CN(C)C(=O)Cc1ccccc1
SMAD3,Ours,0.97,S(=O)(=O)(NC1=CC=2C(=O)N(C[C@@H]([C@@H](OCCCC[C@H](OC2C=C1)C)CN(S(=O)(=O)C3=CC=CC=C3)C)C)[C@@H](CO)C)C4=CC=C(F)C=C4,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NS(=O)(=O)c3cccs3)ccc2O1
SMAD3,Ours,0.97,S(=O)(=O)(NC1=CC2=C(O[C@@H]([C@H](CN(C2=O)[C@@H](CO)C)C)CN(C(=O)NC3CCCCC3)C)C=C1)C4=CC=C(OC)C=C4,CCCNC(=O)N1CC(C)C(OC)CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2OCC1C
SMAD3,Ours,0.97,S(=O)(=O)(NC1=C2O[C@@H]([C@H](CN(C(=O)C2=CC=C1)[C@@H](CO)C)C)CN(CC3CCCCC3)C)C4=CC=C(OC)C=C4,COc1ccc(CN(C)CC2OCCCCC(C)Oc3ccc(NS(=O)(=O)c4cccs4)cc3C(=O)N(C(C)CO)CC2C)cc1
SMAD3,Ours,0.97,S(=O)(=O)(N1CCC2(OCCO2)CC1)C3=CC4=C(N=CC(=C4O)C(=O)NCC(OC)OC)C=C3,COc1ccc(CNC(=O)c2nc(-c3ccc(OC(=O)c4ccccc4)cc3)cc3c2C(CCO)N(S(=O)C(C)(C)C)C3)cc1
SMAD3,Ours,0.97,S(=O)(=O)(N(C[C@@H]1OCC=2N(N=NC2)CCCC(=O)N(C[C@H]1C)[C@@H](CO)C)C)C=3SC=CC3,CC1CN(C(C)CO)C(=O)CCCn2nncc2COC1CN(C)S(=O)(=O)c1ccc(C#N)cc1
SMAD3,Ours,0.97,O=C1N([C@@H](CO)C)C[C@@H]([C@@H](OCC=2C(C3=C1N(C=4C3=CC=CC4)C)=CC=CC2)CN(C(OC5=CC=C(OC)C=C5)=O)C)C,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)C(=O)c1ccc(F)cc1
SMAD3,Ours,0.97,O=C1N(C2=C(C(=O)N1CCCC(=O)NCCCOC)C=CC=C2)CC(=O)NC3=C(C=CC=C3C)C,CCCNC(=O)N1CC(C)C(OC)CN(C)C(=O)c2cc(NC(=O)CCN3CCOCC3)ccc2OCC1C
SMAD3,Ours,0.97,O=C(O)C1(C2=CC(OCCCC)=CC=C2)CCCC1,CCCCCCC(O)COc1ccc(C(=O)c2ccc(O)cc2)cc1
SMAD3,Ours,0.97,O=C(N1CCC(CC1)CNC(=O)C2=CC(=CC=C2)C)C3=CC(=CC=C3)C,CC(C)(C)c1ccc(C(=O)c2ccc(C(=O)NCCCN3CCC(Cc4ccccc4)CC3)cc2)cc1
SMAD3,Ours,0.97,O1[C@@H]2[C@H](C3=C1C=CC(NC(=O)C4CCC4)=C3)C[C@H](O[C@@H]2CO)CC(=O)NCC5=CC=C(OC)C=C5,COc1cccc(C(=O)Nc2ccc3c(c2)C2CC(CC(=O)NCCc4ccccc4)OC(CO)C2O3)c1
SMAD3,Ours,0.97,O1[C@@H]2[C@H](C3=C1C=CC(NC(=O)C4CCC4)=C3)C[C@H](O[C@@H]2CO)CC(=O)NCC5=CC=C(OC)C=C5,COc1ccc(CNC(=O)CC2CC3c4cc(NC(=O)C5CCOCC5)ccc4OC3C(CO)O2)cc1
SMAD3,Ours,0.97,O1[C@@H]2[C@H](C3=C1C=CC(NC(=O)C4CCC4)=C3)C[C@H](O[C@@H]2CO)CC(=O)NCC5=CC=C(OC)C=C5,CCCNC(=O)CC1CC2c3cc(NC(=O)c4cccnc4)ccc3OC2C(CO)O1
SMAD3,Ours,0.97,O1C=2C(C(=O)N(C[C@@H]([C@H]1CN(C(=O)NC3=CC=CC=C3)C)C)[C@@H](CO)C)=CC=CC2NC(=O)NC4=CC=CC=C4,CC1CN(C(C)CO)C(=O)c2cc(NC(=O)Nc3ccccc3)ccc2OC1CN(C)C
SMAD3,Ours,0.97,O1C=2C(C(=O)N(C[C@@H]([C@H]1CN(C(=O)NC3=CC=CC=C3)C)C)[C@@H](CO)C)=CC(NC(=O)C4CCCCC4)=CC2,CC(C)NC(=O)N(C)CC1OCCCCC(C)Oc2ccc(NC(=O)CCCN(C)C)cc2C(=O)N(C(C)CO)CC1C
SMAD3,Ours,0.97,O1C2=C(C(=O)N(C[C@@H]([C@H]1CN(C(=O)NC=3C=CC(OC)=CC3)C)C)[C@@H](CO)C)C=C(NC(=O)C4CCCCC4)C=C2,COc1ccc(NC(=O)Nc2ccc3c(c2)C(=O)N(C(C)CO)CC(C)C(CN(C)C(=O)NC2CCCCC2)O3)cc1
SMAD3,Ours,0.97,O1C2=C(C(=O)N(C[C@@H]([C@H]1CN(C(=O)NC3=CC=4OCOC4C=C3)C)C)[C@@H](CO)C)C=CC=C2NC(=O)C5CCCCC5,CCCNC(=O)N1CC(C)C(OC)CN(C)C(=O)c2cc(NC(=O)c3ccc4c(c3)OCO4)ccc2OCC1C
SMAD3,Ours,0.97,O1C2=C(C(=O)N(C[C@@H]([C@@H]1CN(CC3CCCCC3)C)C)[C@H](CO)C)C=C(NC(=O)C4CCCCC4)C=C2,CC1CCCCOC(CN(C)CC2CCCCC2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCCN(C)C)ccc2O1
SMAD3,Ours,0.97,O1C2=C(C(=O)N(C[C@@H]([C@@H]1CN(CC3CCCCC3)C)C)[C@H](CO)C)C=C(NC(=O)C4CCCCC4)C=C2,CC1CCCCOC(CN(C)CC2CCCCC2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCCN(C)C)ccc2O1
SMAD3,Ours,0.97,N1=C2C(=C(N=C1)NCCCCCCCC)C=CC=C2,CCCCCCNc1ncnc2ccc(C3CCCCC3)cc12
SMAD3,Ours,0.97,FC1=C(C(F)=CC=C1)C(OCC(=O)NC(=O)NCC2=CC=CC=C2)=O,CC(C)NC(=O)NC1C=CC(CC(=O)NCc2ccc(F)cc2)OC1CO
SMAD3,Ours,0.97,FC(F)(F)CCC(=O)NC=1C=C2C(O[C@@H]([C@H](CN(C2=O)[C@@H](CO)C)C)CN(C(=O)NC3=CC=CC=C3)C)=CC1,CCCNC(=O)Nc1ccc2c(c1)C(=O)N(C(C)CO)CC(C)C(CN(C)Cc1cccc(C(F)(F)F)c1)O2
SMAD3,Ours,0.97,FC(F)(F)CCC(=O)NC=1C=C2C(O[C@@H]([C@H](CN(C2=O)[C@@H](CO)C)C)CN(C(=O)NC3=CC=CC=C3)C)=CC1,CCCNC(=O)Nc1ccc2c(c1)C(=O)N(C(C)CO)CC(C)C(CN(C)Cc1ccc(C(F)(F)F)cc1)O2
SMAD3,Ours,0.97,FC(F)(F)CCC(=O)NC=1C=C2C(O[C@@H]([C@H](CN(C2=O)[C@@H](CO)C)C)CN(C(=O)NC3=CC=CC=C3)C)=CC1,CCCNC(=O)Nc1ccc2c(c1)C(=O)N(C(C)CO)CC(C)C(CN(C)Cc1ccc(C(F)(F)F)cc1)O2
SMAD3,Ours,0.97,FC(F)(F)CCC(=O)NC=1C=C2C(O[C@@H]([C@H](CN(C2=O)[C@@H](CO)C)C)CN(C(=O)NC3=CC=CC=C3)C)=CC1,CCCNC(=O)Nc1ccc2c(c1)C(=O)N(C(C)CO)CC(C)C(CN(C)Cc1ccc(C(F)(F)F)cc1)O2
SMAD3,Ours,0.97,FC(F)(F)CCC(=O)NC=1C=C2C(O[C@@H]([C@@H](CN(C(=O)C2)[C@@H](CO)C)C)CN(C(=O)NC=3C=CC=CC3)C)=CC1,CC1CN(C(C)CO)C(=O)Cc2cc(NC(=O)CCC(F)(F)F)ccc2OC1CN(C)Cc1ccc(C(F)(F)F)cc1
SMAD3,Ours,0.97,FC(F)(F)CCC(=O)NC=1C=C2C(O[C@@H]([C@@H](CN(C(=O)C2)[C@@H](CO)C)C)CN(C(=O)NC=3C=CC=CC3)C)=CC1,CC1CCCCOC(CN(C)Cc2cccc(C(F)(F)F)c2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)NC3CCCCC3)ccc2O1
SMAD3,Ours,0.97,FC(F)(F)C1=CC=C(CN(C[C@H]2OC3=C(C(=O)N(C[C@H]2C)[C@@H](CO)C)C=C(NC(=O)C4CCCCC4)C=C3)C)C=C1,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCC(F)(F)F)ccc2O1
SMAD3,Ours,0.97,FC(F)(F)C1=CC=C(CN(C[C@H]2OC3=C(C(=O)N(C[C@H]2C)[C@@H](CO)C)C=C(NC(=O)C4CCCCC4)C=C3)C)C=C1,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCC(F)(F)F)ccc2O1
SMAD3,Ours,0.97,ClC=1C=C2N(C(=O)N3CCC(CC3)C(=O)NCC4=CC=C(OC)C=C4)CCOC2=CC1,CCNC(=O)CC1CCC2C(COCC(O)CN2C(=O)Nc2ccc(Cl)cc2)O1
SMAD3,Ours,0.97,ClC1=CC=C(S(=O)(=O)N(C[C@@H]2OC=3C(CC(=O)N(C[C@@H]2C)[C@H](CO)C)=CC(NC(=O)CCC(F)(F)F)=CC3)C)C=C1,Cc1ccc(S(=O)(=O)N(C)CC2OCCCCC(C)Oc3ccc(NC(=O)CCC(F)(F)F)cc3C(=O)N(C(C)CO)CC2C)cc1
SMAD3,Ours,0.97,ClC1=CC=C(S(=O)(=O)N(C[C@@H]2OC=3C(CC(=O)N(C[C@@H]2C)[C@H](CO)C)=CC(NC(=O)CCC(F)(F)F)=CC3)C)C=C1,CC1CCCCOC(CN(C)S(=O)(=O)c2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCC(F)(F)F)ccc2O1
SMAD3,Ours,0.97,ClC1=CC=C(S(=O)(=O)N(C[C@@H]2OC=3C(CC(=O)N(C[C@@H]2C)[C@H](CO)C)=CC(NC(=O)CCC(F)(F)F)=CC3)C)C=C1,CC1CCCCOC(CN(C)S(=O)(=O)c2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCC(F)(F)F)ccc2O1
SMAD3,Ours,0.97,ClC1=C(NC(=O)CCCC)C=C(C(=O)NCCC2=CC=CC=C2)C=C1,Cc1ccc(C)c(NC(=O)CCCCNC(=O)Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)c1
SMAD3,Ours,0.97,BrC=1C=C2O[C@H]([C@@H](CN(S(=O)(=O)C2=CC1)[C@H](CO)C)C)CN(C(=O)C3=C(F)C=CC=C3)C,CC(C)NC(=O)N(C)CC1Oc2cc(C#Cc3ccccc3F)ccc2S(=O)(=O)N(C(C)CO)CC1C
SMAD3,Ours,0.97,BrC=1C=C2C(O[C@@H]([C@H](CN(C2=O)[C@H](CO)C)C)CN(S(=O)(=O)C=3N=CN(C3)C)C)=NC1,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)S(=O)(=O)c1ccc(C(F)(F)F)cc1
SMAD3,Ours,0.96,S1(=O)(=O)N(C[C@@H]([C@@H](OC=2C1=CC=C(C2)C3=CC(OC)=CC=C3)CN(CC=4C=NC=NC4)C)C)[C@@H](CO)C,Cc1ccccc1-c1ccc2c(c1)OC(CN(C)Cc1ccncc1)C(C)CN(C(C)CO)S2(=O)=O
SMAD3,Ours,0.96,S(=O)(=O)(NC1CCCC1)C2=CC=C(S(=O)(=O)NCCC3=CC(=CC=C3)C)C=C2,CCNCCCC(O)c1ccc(S(=O)(=O)Nc2ccc(S(=O)(=O)NC(C)(C)C)cc2)cc1
SMAD3,Ours,0.96,S(=O)(=O)(NC1=CC=2C(=O)N(C[C@@H]([C@@H](OCCCC[C@H](OC2C=C1)C)CN(S(=O)(=O)C3=CC=CC=C3)C)C)[C@@H](CO)C)C4=CC=C(F)C=C4,CC1CCCCOC(CN(C)Cc2cccnc2)C(C)CN(C(C)CO)C(=O)c2cc(NS(=O)(=O)c3ccc(C(F)(F)F)cc3)ccc2O1
SMAD3,Ours,0.96,S(=O)(=O)(NC1=CC=2C(=O)N(C[C@@H]([C@@H](OCCCC[C@H](OC2C=C1)C)CN(S(=O)(=O)C3=CC=CC=C3)C)C)[C@@H](CO)C)C4=CC=C(F)C=C4,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NS(=O)(=O)c3cccs3)ccc2O1
SMAD3,Ours,0.96,O=C(N1CCC(CC1)C)C2CCN(CC2)CC3=CC(OC)=CC=C3,COc1ccc(CN2CCN(C(=O)c3ccc(CN4CCN(C)CC4)cc3)CC2)cc1
SMAD3,Ours,0.96,O1C=2C(C(=O)N(C[C@@H]([C@H]1CN(C(=O)NC3=CC=CC=C3)C)C)[C@@H](CO)C)=CC(NC(=O)C4CCCCC4)=CC2,CC(C)NC(=O)Nc1ccc2c(c1)C(=O)N(C(C)CO)CC(C)C(CN(C)C(=O)Nc1ccccc1)OCCCCC(C)O2
SMAD3,Ours,0.96,O1C2=C(C(=O)N(C[C@@H]([C@H]1CN(C(=O)NC=3C=CC(OC)=CC3)C)C)[C@@H](CO)C)C=C(NC(=O)C4CCCCC4)C=C2,COc1ccc(NC(=O)N(C)CC2OCCCCC(C)Oc3ccc(NC(=O)NC4CCCCC4)cc3C(=O)N(C(C)CO)CC2C)cc1
SMAD3,Ours,0.96,O(C=1C(C(C)C)=CC=C(C1)C)CCNC(=O)C2=C(O)C=CC=C2,CC(C)c1ccc(OCCNC(=O)c2cccc(NC(=O)c3ccccc3O)c2)cc1
SMAD3,Ours,0.96,FC(F)(F)C1=CC=C(CN(C[C@H]2OC3=C(C(=O)N(C[C@H]2C)[C@@H](CO)C)C=C(NC(=O)C4CCCCC4)C=C3)C)C=C1,CC1CN(C(C)CO)C(=O)c2cc(NC(=O)CCN3CCOCC3)ccc2OC1CN(C)Cc1ccc(C(F)(F)F)cc1
SMAD3,Ours,0.96,FC(F)(F)C1=CC=C(CN(C[C@H]2OC3=C(C(=O)N(C[C@H]2C)[C@@H](CO)C)C=C(NC(=O)C4CCCCC4)C=C3)C)C=C1,CC1CCCCOC(CN(C)Cc2cccc(C(F)(F)F)c2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCCN(C)C)ccc2O1
SMAD3,Ours,0.96,FC(F)(F)C1=CC=C(CN(C[C@H]2OC3=C(C(=O)N(C[C@H]2C)[C@@H](CO)C)C=C(NC(=O)C4CCCCC4)C=C3)C)C=C1,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCCN(C)C)ccc2O1
SMAD3,Ours,0.96,FC(F)(F)C1=CC=C(CN(C[C@H]2OC3=C(C(=O)N(C[C@H]2C)[C@@H](CO)C)C=C(NC(=O)C4CCCCC4)C=C3)C)C=C1,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCCN(C)C)ccc2O1
SMAD3,Ours,0.96,FC(F)(F)C1=CC=C(CN(C[C@H]2OC3=C(C(=O)N(C[C@H]2C)[C@@H](CO)C)C=C(NC(=O)C4CCCCC4)C=C3)C)C=C1,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCCN(C)C)ccc2O1
SMAD3,Ours,0.96,FC(F)(F)C1=CC=C(CN(C[C@H]2OC3=C(C(=O)N(C[C@H]2C)[C@@H](CO)C)C=C(NC(=O)C4CCCCC4)C=C3)C)C=C1,CC1CCCCOC(CN(C)CC2CCOCC2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCC(F)(F)F)ccc2O1
SMAD3,Ours,0.96,ClC=1C=C(CN(C[C@H]2OCCCC[C@H](OC=3C(C(=O)N(C[C@H]2C)[C@H](CO)C)=CC(NC(=O)NC=4C=CC(F)=CC4)=CC3)C)C)C=CC1Cl,CC1CCCCOC(CN(C)Cc2cccnc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)Nc3ccc(C(F)(F)F)cc3)ccc2O1
SMAD3,Ours,0.96,BrC=1C=C2O[C@H]([C@@H](CN(S(=O)(=O)C2=CC1)[C@H](CO)C)C)CN(C(=O)C3=C(F)C=CC=C3)C,CC1CN(C(C)CO)S(=O)(=O)c2ccc(C3=CCCCC3)cc2OC1CN(C)Cc1ccc(C(F)(F)F)cc1
SMAD3,Ours,0.95,S1(=O)(=O)N(C[C@@H]([C@@H](OC=2C1=CC=C(C2)C3=CC(OC)=CC=C3)CN(CC=4C=NC=NC4)C)C)[C@@H](CO)C,CC1CN(C(C)CO)S(=O)(=O)c2ccc(-c3ccccc3C#N)cc2OC1CN(C)Cc1ccc(C(=O)O)cc1
SMAD3,Ours,0.95,S(=O)(=O)(NC1=CC=2[C@@H]3[C@H](OC2C=C1)[C@@H](O[C@H](C3)CC(=O)NC4CCCC4)CO)C5=CC=CC=C5,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)C2CC(CC(=O)NCCc4ccccc4)OC(CO)C2O3)cc1
SMAD3,Ours,0.95,S(=O)(=O)(NC1=CC=2[C@@H]3[C@H](OC2C=C1)[C@@H](O[C@H](C3)CC(=O)NC4CCCC4)CO)C5=CC=CC=C5,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)C2CC(CC(=O)NCCc4ccccc4)OC(CO)C2O3)cc1
SMAD3,Ours,0.95,S(=O)(=O)(N(C[C@H]1OC2=C(C(=O)N(C[C@@H]1C)[C@@H](CO)C)C=CC=C2NC(=O)NC3=CC=C(C(F)(F)F)C=C3)C)C4=CC=CC=C4,CC(C)NC(=O)Nc1ccc2c(c1)CC(=O)N(C(C)CO)CC(C)C(CN(C)S(=O)(=O)c1ccc(C(F)(F)F)cc1)O2
SMAD3,Ours,0.95,S(=O)(=O)(N(C[C@H]1OC2=C(C(=O)N(C[C@@H]1C)[C@@H](CO)C)C=CC=C2N(C)C)C)C3=CC=CC=C3,Cc1ccccc1S(=O)(=O)N(C)CC1OCCCCC(C)Oc2ccc(N(C)C)cc2C(=O)N(C(C)CO)CC1C
SMAD3,Ours,0.95,OC1(C2(C(C3C(C(C(=O)CC3)(CCC(O)=O)C)CC2)CC1)C)C,CC(C(CCCCCCC(C)(C)C)C(=O)O)C(C)(C)C
SMAD3,Ours,0.95,O=C1N([C@@H](CO)C)C[C@@H]([C@@H](OCC=2C(C3=C1N(C=4C3=CC=CC4)C)=CC=CC2)CN(C(OC5=CC=C(OC)C=C5)=O)C)C,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)Cc1ccc(C(=O)O)cc1
SMAD3,Ours,0.95,O1C=2C(C(C3=CC=C(OC)C=C3)=CC1=O)=CC=C(OC(C(=O)NC=4C=CC(=CC4)CN5CCOCC5)C)C2C,COCC(=O)N1CC(C)C(OC)CN(C)C(=O)c2cc(NC(=O)Cc3ccccc3)ccc2OCC1C
SMAD3,Ours,0.95,O1C2=CC(N3C(O)=CC(=C3)C(O)N[C@H](C(=O)N4CCCCC4)CC(C)C)=CC=C2OCC1,CCCN1C2Cn3c(ccc(-c4cccc(C(=O)N5CCOCC5)c4)c3=O)C1C(CO)C2C(=O)Nc1ccc(-c2ccccc2)cc1
SMAD3,Ours,0.95,O1C2=C(C(=O)N(C[C@@H]([C@H]1CN(C)C)C)[C@@H](CO)C)C=CC=C2NC(=O)C=3C=CN=CC3,CC1CCCCOC(CN(C)Cc2cccnc2)C(C)CN(C(C)CO)C(=O)c2cc(N(C)C)ccc2O1
SMAD3,Ours,0.95,FC(F)(F)CCC(=O)NC=1C=C2C(O[C@@H]([C@H](CN(C2=O)[C@@H](CO)C)C)CN(C(=O)NC3=CC=CC=C3)C)=CC1,CCCCCC(=O)Nc1ccc2c(c1)C(=O)N(C(C)CO)CC(C)C(CN(C)Cc1ccc(C(F)(F)F)cc1)O2
SMAD3,Ours,0.95,FC(F)(F)C1=CC=C(NC(=O)NC2=CC3=C(O[C@@H]([C@H](CN(C3=O)[C@@H](CO)C)C)CN(C(=O)NC(C)C)C)C=C2)C=C1,CC(C)(C)NC(=O)Nc1ccc2c(c1)C1CC(CC(=O)NCc3ccc(F)cc3)OC(CO)C1O2
SMAD3,Ours,0.94,S(=O)(=O)(NCC(=O)N(C=1C=C2OCCOC2=CC1)CC(=O)NC3CCCC3)C4=CC=C(C=C4)C,Cc1ccc(S(=O)(=O)NC2CCC(CC(=O)NCc3ccc(-c4ccccc4)cc3)OC2CO)cc1
SMAD3,Ours,0.94,S(=O)(=O)(NC1=CC=2C(=O)N(C[C@@H]([C@@H](OCCCC[C@H](OC2C=C1)C)CN(S(=O)(=O)C3=CC=CC=C3)C)C)[C@@H](CO)C)C4=CC=C(F)C=C4,CC1CCCCOC(CN(C)Cc2ccc(Cl)c(Cl)c2)C(C)CN(C(C)CO)C(=O)c2cc(NS(C)(=O)=O)ccc2O1
SMAD3,Ours,0.94,S(=O)(=O)(NC1=CC2=C(O[C@@H]([C@H](CN(C2=O)[C@@H](CO)C)C)CN(S(=O)(=O)C)C)C=C1)C3=CC=CC=C3,COC1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2OCC(C)NCC1C
SMAD3,Ours,0.94,S(=O)(=O)(NC1=C2O[C@@H]([C@H](CN(C(=O)C2=CC=C1)[C@@H](CO)C)C)CN(CC3CCCCC3)C)C4=CC=C(OC)C=C4,CCCN1CC(C)C(OC)CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2OCC1C
SMAD3,Ours,0.94,S(=O)(=O)(N(C[C@@H]1OCC=2N(N=NC2)CCCC(=O)N(C[C@H]1C)[C@@H](CO)C)C)C=3SC=CC3,CC1CN(C(C)CO)C(=O)CCCn2nncc2COC1CN(C)S(=O)(=O)c1ccc(C(F)(F)F)cc1
SMAD3,Ours,0.94,O(C(C(=O)NC(CC=1C=CC(O)=CC1)C(OC)=O)C)C2=CC=CC=C2,COC(=O)C(Cc1ccc(OC(=O)c2cccc(C(=O)c3ccccc3)c2)cc1)NC(=O)c1ccc(C(=O)c2cccc(C(=O)c3ccc(C(=O)C(=O)NC(C)(C)C)cc3)c2)cc1
SMAD3,Ours,0.93,O(C1=CC=C(OCC(O)=O)C=C1)C2=CC=CC=C2,CCCC(O)COc1ccc(C(=O)c2ccc(O)cc2)cc1
